1, swamp, biomesoplenty:bayou, CREATURE, alexsmobs:alligator_snapping_turtle,20,1,2
22877, forest, biomesoplenty:redwood_forest, CREATURE, naturalist:cardinal,10,1,4
22878, savanna, biomesoplenty:scrubland, CREATURE, naturalist:cardinal,10,1,4
22879, forest, biomesoplenty:seasonal_forest, CREATURE, naturalist:cardinal,10,1,4
22880, forest, biomesoplenty:seasonal_orchard, CREATURE, naturalist:cardinal,10,1,4
22881, swamp, biomesoplenty:wetland, CREATURE, naturalist:cardinal,10,1,4
22882, forest, biomesoplenty:woodland, CREATURE, naturalist:cardinal,10,1,4
22883, savanna, biomeswevegone:araucaria_savanna, CREATURE, naturalist:cardinal,10,1,4
22884, forest, biomeswevegone:aspen_boreal, CREATURE, naturalist:cardinal,10,1,4
22885, none, biomeswevegone:atacama_outback, CREATURE, naturalist:cardinal,10,1,4
22886, savanna, biomeswevegone:baobab_savanna, CREATURE, naturalist:cardinal,10,1,4
22887, none, biomeswevegone:bayou, CREATURE, naturalist:cardinal,10,1,4
22888, forest, biomeswevegone:black_forest, CREATURE, naturalist:cardinal,10,1,4
22889, forest, biomeswevegone:canadian_shield, CREATURE, naturalist:cardinal,10,1,4
22890, forest, biomeswevegone:cika_woods, CREATURE, naturalist:cardinal,10,1,4
22891, forest, biomeswevegone:coniferous_forest, CREATURE, naturalist:cardinal,10,1,4
22892, none, biomeswevegone:cypress_swamplands, CREATURE, naturalist:cardinal,10,1,4
22893, forest, biomeswevegone:dacite_ridges, CREATURE, naturalist:cardinal,10,1,4
22894, forest, biomeswevegone:ebony_woods, CREATURE, naturalist:cardinal,10,1,4
22895, forest, biomeswevegone:enchanted_tangle, CREATURE, naturalist:cardinal,10,1,4
22896, forest, biomeswevegone:eroded_borealis, CREATURE, naturalist:cardinal,10,1,4
22897, forest, biomeswevegone:forgotten_forest, CREATURE, naturalist:cardinal,10,1,4
22898, forest, biomeswevegone:frosted_coniferous_forest, CREATURE, naturalist:cardinal,10,1,4
22899, forest, biomeswevegone:howling_peaks, CREATURE, naturalist:cardinal,10,1,4
22900, savanna, biomeswevegone:ironwood_gour, CREATURE, naturalist:cardinal,10,1,4
22901, desert, biomeswevegone:mojave_desert, CREATURE, naturalist:cardinal,10,1,4
22902, forest, biomeswevegone:orchard, CREATURE, naturalist:cardinal,10,1,4
22903, forest, biomeswevegone:overgrowth_woodlands, CREATURE, naturalist:cardinal,10,1,4
22904, beach, biomeswevegone:rainbow_beach, CREATURE, naturalist:cardinal,10,1,4
22905, forest, biomeswevegone:redwood_thicket, CREATURE, naturalist:cardinal,10,1,4
22906, desert, biomeswevegone:rugged_badlands, CREATURE, naturalist:cardinal,10,1,4
22907, forest, biomeswevegone:sakura_grove, CREATURE, naturalist:cardinal,10,1,4
22908, forest, biomeswevegone:skyrise_vale, CREATURE, naturalist:cardinal,10,1,4
22909, forest, biomeswevegone:weeping_witch_forest, CREATURE, naturalist:cardinal,10,1,4
22910, none, biomeswevegone:white_mangrove_marshes, CREATURE, naturalist:cardinal,10,1,4
22911, none, biomeswevegone:windswept_desert, CREATURE, naturalist:cardinal,10,1,4
22912, forest, biomeswevegone:zelkova_forest, CREATURE, naturalist:cardinal,10,1,4
22913, none, goodending:marshy_swamp, CREATURE, naturalist:cardinal,10,1,4
22914, forest, goodending:oak_hammock_forest, CREATURE, naturalist:cardinal,10,1,4
22915, badlands, minecraft:badlands, CREATURE, naturalist:cardinal,10,1,4
22916, beach, minecraft:beach, CREATURE, naturalist:cardinal,10,1,4
22917, forest, minecraft:birch_forest, CREATURE, naturalist:cardinal,10,1,4
22918, forest, minecraft:dark_forest, CREATURE, naturalist:cardinal,10,1,4
22919, desert, minecraft:desert, CREATURE, naturalist:cardinal,10,1,4
22920, forest, minecraft:flower_forest, CREATURE, naturalist:cardinal,10,1,4
22921, forest, minecraft:forest, CREATURE, naturalist:cardinal,10,1,4
22922, forest, minecraft:grove, CREATURE, naturalist:cardinal,10,1,4
22923, swamp, minecraft:mangrove_swamp, CREATURE, naturalist:cardinal,10,1,4
22924, forest, minecraft:old_growth_birch_forest, CREATURE, naturalist:cardinal,10,1,4
22925, savanna, minecraft:savanna, CREATURE, naturalist:cardinal,10,1,4
22926, savanna, minecraft:savanna_plateau, CREATURE, naturalist:cardinal,10,1,4
22927, swamp, minecraft:swamp, CREATURE, naturalist:cardinal,10,1,4
22928, savanna, minecraft:windswept_savanna, CREATURE, naturalist:cardinal,10,1,4
22929, badlands, minecraft:wooded_badlands, CREATURE, naturalist:cardinal,10,1,4
22930, forest, regions_unexplored:alpha_grove, CREATURE, naturalist:cardinal,10,1,4
22931, forest, regions_unexplored:autumnal_maple_forest, CREATURE, naturalist:cardinal,10,1,4
22932, forest, regions_unexplored:bamboo_forest, CREATURE, naturalist:cardinal,10,1,4
22933, savanna, regions_unexplored:baobab_savanna, CREATURE, naturalist:cardinal,10,1,4
22934, swamp, regions_unexplored:bayou, CREATURE, naturalist:cardinal,10,1,4
22935, forest, regions_unexplored:deciduous_forest, CREATURE, naturalist:cardinal,10,1,4
22936, savanna, regions_unexplored:dry_bushland, CREATURE, naturalist:cardinal,10,1,4
22937, swamp, regions_unexplored:fen, CREATURE, naturalist:cardinal,10,1,4
22938, swamp, regions_unexplored:fungal_fen, CREATURE, naturalist:cardinal,10,1,4
22939, beach, regions_unexplored:grassy_beach, CREATURE, naturalist:cardinal,10,1,4
22940, desert, regions_unexplored:joshua_desert, CREATURE, naturalist:cardinal,10,1,4
22941, forest, regions_unexplored:magnolia_woodland, CREATURE, naturalist:cardinal,10,1,4
22942, forest, regions_unexplored:maple_forest, CREATURE, naturalist:cardinal,10,1,4
22943, swamp, regions_unexplored:marsh, CREATURE, naturalist:cardinal,10,1,4
22944, forest, regions_unexplored:mauve_hills, CREATURE, naturalist:cardinal,10,1,4
22945, swamp, regions_unexplored:old_growth_bayou, CREATURE, naturalist:cardinal,10,1,4
22946, forest, regions_unexplored:orchard, CREATURE, naturalist:cardinal,10,1,4
22947, none, regions_unexplored:outback, CREATURE, naturalist:cardinal,10,1,4
22948, none, regions_unexplored:saguaro_desert, CREATURE, naturalist:cardinal,10,1,4
22949, forest, regions_unexplored:silver_birch_forest, CREATURE, naturalist:cardinal,10,1,4
22950, savanna, regions_unexplored:steppe, CREATURE, naturalist:cardinal,10,1,4
22951, forest, regions_unexplored:temperate_grove, CREATURE, naturalist:cardinal,10,1,4
22952, forest, regions_unexplored:willow_forest, CREATURE, naturalist:cardinal,10,1,4
22953, forest, terralith:alpine_grove, CREATURE, naturalist:cardinal,10,1,4
22954, none, terralith:ancient_sands, CREATURE, naturalist:cardinal,10,1,4
22955, none, terralith:arid_highlands, CREATURE, naturalist:cardinal,10,1,4
22956, none, terralith:ashen_savanna, CREATURE, naturalist:cardinal,10,1,4
22957, forest, terralith:birch_taiga, CREATURE, naturalist:cardinal,10,1,4
22958, none, terralith:brushland, CREATURE, naturalist:cardinal,10,1,4
22959, forest, terralith:cloud_forest, CREATURE, naturalist:cardinal,10,1,4
22960, none, terralith:desert_canyon, CREATURE, naturalist:cardinal,10,1,4
22961, desert, terralith:desert_oasis, CREATURE, naturalist:cardinal,10,1,4
22962, none, terralith:desert_spires, CREATURE, naturalist:cardinal,10,1,4
22963, forest, terralith:forested_highlands, CREATURE, naturalist:cardinal,10,1,4
22964, savanna, terralith:fractured_savanna, CREATURE, naturalist:cardinal,10,1,4
22965, none, terralith:hot_shrubland, CREATURE, naturalist:cardinal,10,1,4
22966, swamp, terralith:ice_marsh, CREATURE, naturalist:cardinal,10,1,4
22967, forest, terralith:lavender_forest, CREATURE, naturalist:cardinal,10,1,4
22968, forest, terralith:lavender_valley, CREATURE, naturalist:cardinal,10,1,4
22969, none, terralith:lush_desert, CREATURE, naturalist:cardinal,10,1,4
22970, forest, terralith:lush_valley, CREATURE, naturalist:cardinal,10,1,4
22971, forest, terralith:mirage_isles, CREATURE, naturalist:cardinal,10,1,4
22972, forest, terralith:moonlight_grove, CREATURE, naturalist:cardinal,10,1,4
22973, forest, terralith:moonlight_valley, CREATURE, naturalist:cardinal,10,1,4
22974, swamp, terralith:orchid_swamp, CREATURE, naturalist:cardinal,10,1,4
22975, forest, terralith:sakura_grove, CREATURE, naturalist:cardinal,10,1,4
22976, forest, terralith:sakura_valley, CREATURE, naturalist:cardinal,10,1,4
22977, desert, terralith:sandstone_valley, CREATURE, naturalist:cardinal,10,1,4
22978, badlands, terralith:savanna_badlands, CREATURE, naturalist:cardinal,10,1,4
22979, savanna, terralith:savanna_slopes, CREATURE, naturalist:cardinal,10,1,4
22980, forest, terralith:shield, CREATURE, naturalist:cardinal,10,1,4
22981, none, terralith:shrubland, CREATURE, naturalist:cardinal,10,1,4
22982, forest, terralith:siberian_grove, CREATURE, naturalist:cardinal,10,1,4
22983, forest, terralith:siberian_taiga, CREATURE, naturalist:cardinal,10,1,4
22984, none, terralith:skylands, CREATURE, naturalist:cardinal,10,1,4
22985, none, terralith:skylands_autumn, CREATURE, naturalist:cardinal,10,1,4
22986, none, terralith:skylands_spring, CREATURE, naturalist:cardinal,10,1,4
22987, icy, terralith:snowy_badlands, CREATURE, naturalist:cardinal,10,1,4
22988, forest, terralith:snowy_cherry_grove, CREATURE, naturalist:cardinal,10,1,4
22989, forest, terralith:snowy_maple_forest, CREATURE, naturalist:cardinal,10,1,4
22990, forest, terralith:snowy_shield, CREATURE, naturalist:cardinal,10,1,4
22991, forest, terralith:temperate_highlands, CREATURE, naturalist:cardinal,10,1,4
22992, forest, terralith:white_cliffs, CREATURE, naturalist:cardinal,10,1,4
22993, forest, terralith:wintry_forest, CREATURE, naturalist:cardinal,10,1,4
22994, forest, terralith:wintry_lowlands, CREATURE, naturalist:cardinal,10,1,4
22995, forest, terralith:yosemite_lowlands, CREATURE, naturalist:cardinal,10,1,4
22996, swamp, biomesoplenty:bayou, WATER_AMBIENT, naturalist:catfish,10,1,1
22997, swamp, biomesoplenty:bog, WATER_AMBIENT, naturalist:catfish,10,1,1
22998, jungle, biomesoplenty:floodplain, WATER_AMBIENT, naturalist:catfish,10,1,1
22999, swamp, biomesoplenty:marsh, WATER_AMBIENT, naturalist:catfish,10,1,1
23000, none, biomesoplenty:moor, WATER_AMBIENT, naturalist:catfish,10,1,1
23001, none, biomesoplenty:muskeg, WATER_AMBIENT, naturalist:catfish,10,1,1
23002, swamp, biomesoplenty:wetland, WATER_AMBIENT, naturalist:catfish,10,1,1
23003, none, biomeswevegone:bayou, WATER_AMBIENT, naturalist:catfish,10,1,1
23004, none, biomeswevegone:cypress_swamplands, WATER_AMBIENT, naturalist:catfish,10,1,1
23005, none, biomeswevegone:white_mangrove_marshes, WATER_AMBIENT, naturalist:catfish,10,1,1
23006, none, goodending:marshy_swamp, WATER_AMBIENT, naturalist:catfish,10,1,1
23007, swamp, minecraft:mangrove_swamp, WATER_AMBIENT, naturalist:catfish,10,1,1
23008, swamp, minecraft:swamp, WATER_AMBIENT, naturalist:catfish,10,1,1
23009, swamp, regions_unexplored:bayou, WATER_AMBIENT, naturalist:catfish,10,1,1
23010, swamp, regions_unexplored:fen, WATER_AMBIENT, naturalist:catfish,10,1,1
23011, swamp, regions_unexplored:fungal_fen, WATER_AMBIENT, naturalist:catfish,10,1,1
23012, swamp, regions_unexplored:marsh, WATER_AMBIENT, naturalist:catfish,10,1,1
23013, swamp, regions_unexplored:old_growth_bayou, WATER_AMBIENT, naturalist:catfish,10,1,1
23014, swamp, terralith:ice_marsh, WATER_AMBIENT, naturalist:catfish,10,1,1
23015, swamp, terralith:orchid_swamp, WATER_AMBIENT, naturalist:catfish,10,1,1
23016, beach, biomesoplenty:dune_beach, CREATURE, naturalist:coral_snake,10,1,1
23017, jungle, biomesoplenty:floodplain, CREATURE, naturalist:coral_snake,10,1,1
23018, jungle, biomesoplenty:fungal_jungle, CREATURE, naturalist:coral_snake,10,1,1
23019, jungle, biomesoplenty:rainforest, CREATURE, naturalist:coral_snake,10,1,1
23020, jungle, biomesoplenty:rocky_rainforest, CREATURE, naturalist:coral_snake,10,1,1
23021, beach, biomeswevegone:basalt_barrera, CREATURE, naturalist:coral_snake,10,1,1
23022, jungle, biomeswevegone:crag_gardens, CREATURE, naturalist:coral_snake,10,1,1
23023, beach, biomeswevegone:dacite_shore, CREATURE, naturalist:coral_snake,10,1,1
23024, jungle, biomeswevegone:fragment_jungle, CREATURE, naturalist:coral_snake,10,1,1
23025, jungle, biomeswevegone:jacaranda_jungle, CREATURE, naturalist:coral_snake,10,1,1
23026, beach, biomeswevegone:rainbow_beach, CREATURE, naturalist:coral_snake,10,1,1
23027, jungle, biomeswevegone:tropical_rainforest, CREATURE, naturalist:coral_snake,10,1,1
23028, jungle, minecraft:bamboo_jungle, CREATURE, naturalist:coral_snake,10,1,1
23029, beach, minecraft:beach, CREATURE, naturalist:coral_snake,10,1,1
23030, river, minecraft:frozen_river, CREATURE, naturalist:coral_snake,10,1,1
23031, jungle, minecraft:jungle, CREATURE, naturalist:coral_snake,10,1,1
23032, river, minecraft:river, CREATURE, naturalist:coral_snake,10,1,1
23033, beach, minecraft:snowy_beach, CREATURE, naturalist:coral_snake,10,1,1
23034, jungle, minecraft:sparse_jungle, CREATURE, naturalist:coral_snake,10,1,1
23035, none, minecraft:stony_shore, CREATURE, naturalist:coral_snake,10,1,1
23036, river, regions_unexplored:cold_river, CREATURE, naturalist:coral_snake,10,1,1
23037, jungle, regions_unexplored:eucalyptus_forest, CREATURE, naturalist:coral_snake,10,1,1
23038, beach, regions_unexplored:grassy_beach, CREATURE, naturalist:coral_snake,10,1,1
23039, beach, regions_unexplored:gravel_beach, CREATURE, naturalist:coral_snake,10,1,1
23040, river, regions_unexplored:muddy_river, CREATURE, naturalist:coral_snake,10,1,1
23041, jungle, regions_unexplored:rainforest, CREATURE, naturalist:coral_snake,10,1,1
23042, jungle, regions_unexplored:sparse_rainforest, CREATURE, naturalist:coral_snake,10,1,1
23043, river, regions_unexplored:tropical_river, CREATURE, naturalist:coral_snake,10,1,1
23044, jungle, terralith:amethyst_canyon, CREATURE, naturalist:coral_snake,10,1,1
23045, jungle, terralith:amethyst_rainforest, CREATURE, naturalist:coral_snake,10,1,1
23046, none, terralith:cave/underground_jungle, CREATURE, naturalist:coral_snake,10,1,1
23047, none, terralith:frozen_cliffs, CREATURE, naturalist:coral_snake,10,1,1
23048, beach, terralith:gravel_beach, CREATURE, naturalist:coral_snake,10,1,1
23049, jungle, terralith:jungle_mountains, CREATURE, naturalist:coral_snake,10,1,1
23050, jungle, terralith:rocky_jungle, CREATURE, naturalist:coral_snake,10,1,1
23051, none, terralith:skylands_summer, CREATURE, naturalist:coral_snake,10,1,1
23052, jungle, terralith:tropical_jungle, CREATURE, naturalist:coral_snake,10,1,1
23053, river, terralith:warm_river, CREATURE, naturalist:coral_snake,10,1,1
23054, forest, biomesoplenty:mediterranean_forest, CREATURE, naturalist:deer,10,1,4
23055, forest, biomesoplenty:mystic_grove, CREATURE, naturalist:deer,10,1,4
23056, forest, biomesoplenty:orchard, CREATURE, naturalist:deer,10,1,4
23057, forest, biomesoplenty:pumpkin_patch, CREATURE, naturalist:deer,10,1,4
23058, forest, biomesoplenty:redwood_forest, CREATURE, naturalist:deer,10,1,4
23059, forest, biomesoplenty:seasonal_forest, CREATURE, naturalist:deer,10,1,4
23060, forest, biomesoplenty:seasonal_orchard, CREATURE, naturalist:deer,10,1,4
23061, forest, biomesoplenty:woodland, CREATURE, naturalist:deer,10,1,4
23062, forest, biomeswevegone:aspen_boreal, CREATURE, naturalist:deer,10,1,4
23063, forest, biomeswevegone:black_forest, CREATURE, naturalist:deer,10,1,4
23064, forest, biomeswevegone:canadian_shield, CREATURE, naturalist:deer,10,1,4
23065, forest, biomeswevegone:cika_woods, CREATURE, naturalist:deer,10,1,4
23066, forest, biomeswevegone:coniferous_forest, CREATURE, naturalist:deer,10,1,4
23067, forest, biomeswevegone:dacite_ridges, CREATURE, naturalist:deer,10,1,4
23068, forest, biomeswevegone:ebony_woods, CREATURE, naturalist:deer,10,1,4
23069, forest, biomeswevegone:enchanted_tangle, CREATURE, naturalist:deer,10,1,4
23070, forest, biomeswevegone:eroded_borealis, CREATURE, naturalist:deer,10,1,4
23071, forest, biomeswevegone:forgotten_forest, CREATURE, naturalist:deer,10,1,4
23072, forest, biomeswevegone:frosted_coniferous_forest, CREATURE, naturalist:deer,10,1,4
23073, forest, biomeswevegone:howling_peaks, CREATURE, naturalist:deer,10,1,4
23074, forest, biomeswevegone:orchard, CREATURE, naturalist:deer,10,1,4
23075, forest, biomeswevegone:overgrowth_woodlands, CREATURE, naturalist:deer,10,1,4
23076, forest, biomeswevegone:redwood_thicket, CREATURE, naturalist:deer,10,1,4
23077, forest, biomeswevegone:sakura_grove, CREATURE, naturalist:deer,10,1,4
23078, forest, biomeswevegone:skyrise_vale, CREATURE, naturalist:deer,10,1,4
23079, forest, biomeswevegone:weeping_witch_forest, CREATURE, naturalist:deer,10,1,4
23080, forest, biomeswevegone:zelkova_forest, CREATURE, naturalist:deer,10,1,4
23081, forest, goodending:oak_hammock_forest, CREATURE, naturalist:deer,10,1,4
23082, forest, minecraft:birch_forest, CREATURE, naturalist:deer,10,1,4
23083, extreme_hills, minecraft:cherry_grove, CREATURE, naturalist:deer,10,1,4
23084, forest, minecraft:dark_forest, CREATURE, naturalist:deer,10,1,4
23085, forest, minecraft:flower_forest, CREATURE, naturalist:deer,10,1,4
23086, forest, minecraft:forest, CREATURE, naturalist:deer,10,1,4
23087, forest, minecraft:grove, CREATURE, naturalist:deer,10,1,4
23088, forest, minecraft:old_growth_birch_forest, CREATURE, naturalist:deer,10,1,4
23089, forest, regions_unexplored:alpha_grove, CREATURE, naturalist:deer,10,1,4
23090, forest, regions_unexplored:autumnal_maple_forest, CREATURE, naturalist:deer,10,1,4
23091, forest, regions_unexplored:bamboo_forest, CREATURE, naturalist:deer,10,1,4
23092, forest, regions_unexplored:deciduous_forest, CREATURE, naturalist:deer,10,1,4
23093, forest, regions_unexplored:magnolia_woodland, CREATURE, naturalist:deer,10,1,4
23094, forest, regions_unexplored:maple_forest, CREATURE, naturalist:deer,10,1,4
23095, forest, regions_unexplored:mauve_hills, CREATURE, naturalist:deer,10,1,4
23096, forest, regions_unexplored:orchard, CREATURE, naturalist:deer,10,1,4
23097, forest, regions_unexplored:silver_birch_forest, CREATURE, naturalist:deer,10,1,4
23098, forest, regions_unexplored:temperate_grove, CREATURE, naturalist:deer,10,1,4
23099, forest, regions_unexplored:willow_forest, CREATURE, naturalist:deer,10,1,4
23100, forest, terralith:alpine_grove, CREATURE, naturalist:deer,10,1,4
23101, forest, terralith:birch_taiga, CREATURE, naturalist:deer,10,1,4
23102, forest, terralith:cloud_forest, CREATURE, naturalist:deer,10,1,4
23103, forest, terralith:forested_highlands, CREATURE, naturalist:deer,10,1,4
23104, forest, terralith:lavender_forest, CREATURE, naturalist:deer,10,1,4
23105, forest, terralith:lavender_valley, CREATURE, naturalist:deer,10,1,4
23106, forest, terralith:lush_valley, CREATURE, naturalist:deer,10,1,4
23107, forest, terralith:mirage_isles, CREATURE, naturalist:deer,10,1,4
23108, forest, terralith:moonlight_grove, CREATURE, naturalist:deer,10,1,4
23109, forest, terralith:moonlight_valley, CREATURE, naturalist:deer,10,1,4
23110, forest, terralith:sakura_grove, CREATURE, naturalist:deer,10,1,4
23111, forest, terralith:sakura_valley, CREATURE, naturalist:deer,10,1,4
23112, forest, terralith:shield, CREATURE, naturalist:deer,10,1,4
23113, forest, terralith:siberian_grove, CREATURE, naturalist:deer,10,1,4
23114, forest, terralith:siberian_taiga, CREATURE, naturalist:deer,10,1,4
23115, none, terralith:skylands, CREATURE, naturalist:deer,10,1,4
23116, none, terralith:skylands_autumn, CREATURE, naturalist:deer,10,1,4
23117, none, terralith:skylands_spring, CREATURE, naturalist:deer,10,1,4
23118, forest, terralith:snowy_cherry_grove, CREATURE, naturalist:deer,10,1,4
23119, forest, terralith:snowy_maple_forest, CREATURE, naturalist:deer,10,1,4
23120, forest, terralith:snowy_shield, CREATURE, naturalist:deer,10,1,4
23121, forest, terralith:temperate_highlands, CREATURE, naturalist:deer,10,1,4
23122, forest, terralith:white_cliffs, CREATURE, naturalist:deer,10,1,4
23123, forest, terralith:wintry_forest, CREATURE, naturalist:deer,10,1,4
23124, forest, terralith:wintry_lowlands, CREATURE, naturalist:deer,10,1,4
23125, forest, terralith:yosemite_lowlands, CREATURE, naturalist:deer,10,1,4
23126, swamp, biomesoplenty:bayou, AMBIENT, naturalist:dragonfly,10,2,4
23127, swamp, biomesoplenty:bog, AMBIENT, naturalist:dragonfly,10,2,4
23128, jungle, biomesoplenty:floodplain, AMBIENT, naturalist:dragonfly,10,2,4
23129, swamp, biomesoplenty:marsh, AMBIENT, naturalist:dragonfly,10,2,4
23130, none, biomesoplenty:moor, AMBIENT, naturalist:dragonfly,10,2,4
23131, none, biomesoplenty:muskeg, AMBIENT, naturalist:dragonfly,10,2,4
23132, swamp, biomesoplenty:wetland, AMBIENT, naturalist:dragonfly,10,2,4
23133, none, biomeswevegone:bayou, AMBIENT, naturalist:dragonfly,10,2,4
23134, none, biomeswevegone:cypress_swamplands, AMBIENT, naturalist:dragonfly,10,2,4
23135, none, biomeswevegone:white_mangrove_marshes, AMBIENT, naturalist:dragonfly,10,2,4
23136, none, goodending:marshy_swamp, AMBIENT, naturalist:dragonfly,10,2,4
23137, swamp, minecraft:mangrove_swamp, AMBIENT, naturalist:dragonfly,10,2,4
23138, swamp, minecraft:swamp, AMBIENT, naturalist:dragonfly,10,2,4
23139, swamp, regions_unexplored:bayou, AMBIENT, naturalist:dragonfly,10,2,4
23140, swamp, regions_unexplored:fen, AMBIENT, naturalist:dragonfly,10,2,4
23141, swamp, regions_unexplored:fungal_fen, AMBIENT, naturalist:dragonfly,10,2,4
23142, swamp, regions_unexplored:marsh, AMBIENT, naturalist:dragonfly,10,2,4
23143, swamp, regions_unexplored:old_growth_bayou, AMBIENT, naturalist:dragonfly,10,2,4
23144, swamp, terralith:ice_marsh, AMBIENT, naturalist:dragonfly,10,2,4
23145, swamp, terralith:orchid_swamp, AMBIENT, naturalist:dragonfly,10,2,4
23146, swamp, biomesoplenty:bayou, CREATURE, naturalist:duck,10,2,4
23147, swamp, biomesoplenty:bog, CREATURE, naturalist:duck,10,2,4
23148, jungle, biomesoplenty:floodplain, CREATURE, naturalist:duck,10,2,4
23149, swamp, biomesoplenty:marsh, CREATURE, naturalist:duck,10,2,4
23150, none, biomesoplenty:moor, CREATURE, naturalist:duck,10,2,4
23151, none, biomesoplenty:muskeg, CREATURE, naturalist:duck,10,2,4
23152, swamp, biomesoplenty:wetland, CREATURE, naturalist:duck,10,2,4
23153, none, biomeswevegone:bayou, CREATURE, naturalist:duck,10,2,4
23154, none, biomeswevegone:cypress_swamplands, CREATURE, naturalist:duck,10,2,4
23155, none, biomeswevegone:white_mangrove_marshes, CREATURE, naturalist:duck,10,2,4
23156, none, goodending:marshy_swamp, CREATURE, naturalist:duck,10,2,4
23157, river, minecraft:frozen_river, CREATURE, naturalist:duck,0,2,4
23158, swamp, minecraft:mangrove_swamp, CREATURE, naturalist:duck,10,2,4
23159, river, minecraft:river, CREATURE, naturalist:duck,10,2,4
23160, swamp, minecraft:swamp, CREATURE, naturalist:duck,10,2,4
23161, swamp, regions_unexplored:bayou, CREATURE, naturalist:duck,10,2,4
23162, river, regions_unexplored:cold_river, CREATURE, naturalist:duck,10,2,4
23163, swamp, regions_unexplored:fen, CREATURE, naturalist:duck,10,2,4
23164, swamp, regions_unexplored:fungal_fen, CREATURE, naturalist:duck,10,2,4
23165, swamp, regions_unexplored:marsh, CREATURE, naturalist:duck,10,2,4
23166, river, regions_unexplored:muddy_river, CREATURE, naturalist:duck,10,2,4
23167, swamp, regions_unexplored:old_growth_bayou, CREATURE, naturalist:duck,10,2,4
23168, river, regions_unexplored:tropical_river, CREATURE, naturalist:duck,10,2,4
23169, swamp, terralith:ice_marsh, CREATURE, naturalist:duck,10,2,4
23170, swamp, terralith:orchid_swamp, CREATURE, naturalist:duck,10,2,4
23171, river, terralith:warm_river, CREATURE, naturalist:duck,10,2,4
23172, savanna, biomesoplenty:lush_savanna, CREATURE, naturalist:elephant,10,2,3
23173, savanna, biomesoplenty:scrubland, CREATURE, naturalist:elephant,10,2,3
23174, savanna, biomeswevegone:araucaria_savanna, CREATURE, naturalist:elephant,10,2,3
23175, savanna, biomeswevegone:baobab_savanna, CREATURE, naturalist:elephant,10,2,3
23176, savanna, biomeswevegone:ironwood_gour, CREATURE, naturalist:elephant,10,2,3
23177, savanna, minecraft:savanna, CREATURE, naturalist:elephant,10,2,3
23178, savanna, minecraft:savanna_plateau, CREATURE, naturalist:elephant,10,2,3
23179, savanna, minecraft:windswept_savanna, CREATURE, naturalist:elephant,10,2,3
23180, savanna, regions_unexplored:baobab_savanna, CREATURE, naturalist:elephant,10,2,3
23181, savanna, regions_unexplored:dry_bushland, CREATURE, naturalist:elephant,10,2,3
23182, savanna, regions_unexplored:steppe, CREATURE, naturalist:elephant,10,2,3
23183, none, terralith:arid_highlands, CREATURE, naturalist:elephant,0,2,3
23184, none, terralith:ashen_savanna, CREATURE, naturalist:elephant,10,2,3
23185, none, terralith:brushland, CREATURE, naturalist:elephant,10,2,3
23186, savanna, terralith:fractured_savanna, CREATURE, naturalist:elephant,10,2,3
23187, none, terralith:hot_shrubland, CREATURE, naturalist:elephant,10,2,3
23188, badlands, terralith:savanna_badlands, CREATURE, naturalist:elephant,10,2,3
23189, savanna, terralith:savanna_slopes, CREATURE, naturalist:elephant,0,2,3
23190, none, terralith:shrubland, CREATURE, naturalist:elephant,10,2,3
23191, savanna, biomesoplenty:lush_savanna, CREATURE, naturalist:finch,10,1,4
23192, forest, biomesoplenty:mediterranean_forest, CREATURE, naturalist:finch,10,1,4
23193, forest, biomesoplenty:mystic_grove, CREATURE, naturalist:finch,10,1,4
23194, forest, biomesoplenty:orchard, CREATURE, naturalist:finch,10,1,4
23195, forest, biomesoplenty:pumpkin_patch, CREATURE, naturalist:finch,10,1,4
23196, forest, biomesoplenty:redwood_forest, CREATURE, naturalist:finch,10,1,4
23197, savanna, biomesoplenty:scrubland, CREATURE, naturalist:finch,10,1,4
23198, forest, biomesoplenty:seasonal_forest, CREATURE, naturalist:finch,10,1,4
23199, forest, biomesoplenty:seasonal_orchard, CREATURE, naturalist:finch,10,1,4
23200, forest, biomesoplenty:woodland, CREATURE, naturalist:finch,10,1,4
23201, savanna, biomeswevegone:araucaria_savanna, CREATURE, naturalist:finch,10,1,4
23202, forest, biomeswevegone:aspen_boreal, CREATURE, naturalist:finch,10,1,4
23203, savanna, biomeswevegone:baobab_savanna, CREATURE, naturalist:finch,10,1,4
23204, forest, biomeswevegone:black_forest, CREATURE, naturalist:finch,10,1,4
23205, forest, biomeswevegone:canadian_shield, CREATURE, naturalist:finch,10,1,4
23206, forest, biomeswevegone:cika_woods, CREATURE, naturalist:finch,10,1,4
23207, forest, biomeswevegone:coniferous_forest, CREATURE, naturalist:finch,10,1,4
23208, forest, biomeswevegone:dacite_ridges, CREATURE, naturalist:finch,10,1,4
23209, forest, biomeswevegone:ebony_woods, CREATURE, naturalist:finch,10,1,4
23210, forest, biomeswevegone:enchanted_tangle, CREATURE, naturalist:finch,10,1,4
23211, forest, biomeswevegone:eroded_borealis, CREATURE, naturalist:finch,10,1,4
23212, forest, biomeswevegone:forgotten_forest, CREATURE, naturalist:finch,10,1,4
23213, forest, biomeswevegone:frosted_coniferous_forest, CREATURE, naturalist:finch,10,1,4
23214, forest, biomeswevegone:howling_peaks, CREATURE, naturalist:finch,10,1,4
