"Registry name","Map color (hex)","Map color (int)"
"regions_unexplored:yellow_bioshroom_wall_hanging_sign","#E5E533","15066419"
"regions_unexplored:yellow_bioshroom_wall_sign","#000000","0"
"regions_unexplored:yellow_lupine","#007C00","31744"
"regions_unexplored:yellow_painted_planks","#E5E533","15066419"
"regions_unexplored:yellow_painted_slab","#E5E533","15066419"
"regions_unexplored:yellow_painted_stairs","#E5E533","15066419"
"regions_unexplored:yellow_snowbelle","#007C00","31744"
"salt:deepslate_rock_salt_ore","#4C4C4C","5000268"
"salt:large_salt_bud","#999999","10066329"
"salt:medium_salt_bud","#999999","10066329"
"salt:raw_rock_salt_block","#999999","10066329"
"salt:rock_salt_ore","#999999","10066329"
"salt:salt_block","#999999","10066329"
"salt:salt_cauldron","#707070","7368816"
"salt:salt_cluster","#999999","10066329"
"salt:salt_lamp","#D87F33","14188339"
"salt:small_salt_bud","#999999","10066329"
"seeddelight:acorn_bag","#8F7748","9402184"
"seeddelight:cherry_crate","#8F7748","9402184"
"seeddelight:pinecone_bag","#8F7748","9402184"
"seeddelight:rosehip_crate","#8F7748","9402184"
"seeddelight:rosehip_pie","#000000","0"
"sereneseasons:season_sensor","#000000","0"
"simpleradio:antenna","#000000","0"
"simpleradio:frequencer","#000000","0"
"simpleradio:microphone","#000000","0"
"simpleradio:radio","#000000","0"
"simpleradio:radiosmither","#000000","0"
"simpleradio:speaker","#000000","0"
"sophisticatedbackpacks:backpack","#C7C7C7","13092807"
"sophisticatedbackpacks:copper_backpack","#C7C7C7","13092807"
"sophisticatedbackpacks:diamond_backpack","#C7C7C7","13092807"
"sophisticatedbackpacks:gold_backpack","#C7C7C7","13092807"
"sophisticatedbackpacks:iron_backpack","#C7C7C7","13092807"
"sophisticatedbackpacks:netherite_backpack","#C7C7C7","13092807"
"spartanweaponry:blaze_head","#000000","0"
"spartanweaponry:blaze_wall_head","#000000","0"
"spartanweaponry:cave_spider_head","#000000","0"
"spartanweaponry:cave_spider_wall_head","#000000","0"
"spartanweaponry:drowned_head","#000000","0"
"spartanweaponry:drowned_wall_head","#000000","0"
"spartanweaponry:enderman_head","#000000","0"
"spartanweaponry:enderman_wall_head","#000000","0"
"spartanweaponry:husk_head","#000000","0"
"spartanweaponry:husk_wall_head","#000000","0"
"spartanweaponry:illager_head","#000000","0"
"spartanweaponry:illager_wall_head","#000000","0"
"spartanweaponry:spider_head","#000000","0"
"spartanweaponry:spider_wall_head","#000000","0"
"spartanweaponry:stray_skull","#000000","0"
"spartanweaponry:stray_wall_skull","#000000","0"
"spartanweaponry:witch_head","#000000","0"
"spartanweaponry:witch_wall_head","#000000","0"
"spartanweaponry:zombified_piglin_head","#000000","0"
"spartanweaponry:zombified_piglin_wall_head","#000000","0"
"spawn:ant_farm","#7FB238","8368696"
"spawn:ant_mound","#976D4D","9923917"
"spawn:anthill","#976D4D","9923917"
"spawn:big_snail_shell","#664C33","6704179"
"spawn:cracked_rotten_planks","#8F7748","9402184"
"spawn:fallen_leaves","#664C33","6704179"
"spawn:ghostly_mucus_block","#BA8524","12223780"
"spawn:mucus","#BA8524","12223780"
"spawn:mucus_block","#BA8524","12223780"
"spawn:potted_sweet_berry_bush","#664C33","6704179"
"spawn:rotten_door","#8F7748","9402184"
"spawn:rotten_fence","#8F7748","9402184"
"spawn:rotten_fence_gate","#8F7748","9402184"
"spawn:rotten_log","#8F7748","9402184"
"spawn:rotten_log_anthill","#815631","8476209"
"spawn:rotten_planks","#8F7748","9402184"
"spawn:rotten_slab","#8F7748","9402184"
"spawn:rotten_stairs","#8F7748","9402184"
"spawn:rotten_trapdoor","#8F7748","9402184"
"spawn:rotten_wood","#8F7748","9402184"
"spawn:snail_eggs","#D1B1A1","13742497"
"spawn:snail_shell_tile_slab","#664C33","6704179"
"spawn:snail_shell_tile_stairs","#664C33","6704179"
"spawn:snail_shell_tiles","#664C33","6704179"
"spawn:stripped_rotten_log","#8F7748","9402184"
"spawn:stripped_rotten_wood","#8F7748","9402184"
"spawn:sunflower","#007C00","31744"
"spawn:sunflower_plant","#007C00","31744"
"stoneworks:andesite_brick_slab","#707070","7368816"
"stoneworks:andesite_brick_stairs","#707070","7368816"
"stoneworks:andesite_brick_wall","#707070","7368816"
"stoneworks:andesite_bricks","#707070","7368816"
"stoneworks:andesite_paver_slab","#707070","7368816"
"stoneworks:andesite_paver_stairs","#707070","7368816"
"stoneworks:andesite_paver_wall","#707070","7368816"
"stoneworks:andesite_pavers","#707070","7368816"
"stoneworks:andesite_pillar","#707070","7368816"
"stoneworks:andesite_plate_slab","#707070","7368816"
"stoneworks:andesite_plate_stairs","#707070","7368816"
"stoneworks:andesite_plate_wall","#707070","7368816"
"stoneworks:andesite_plates","#707070","7368816"
"stoneworks:andesite_shingle_slab","#707070","7368816"
"stoneworks:andesite_shingle_stairs","#707070","7368816"
"stoneworks:andesite_shingle_wall","#707070","7368816"
"stoneworks:andesite_shingles","#707070","7368816"
"stoneworks:andesite_tile_slab","#707070","7368816"
"stoneworks:andesite_tile_stairs","#707070","7368816"
"stoneworks:andesite_tile_wall","#707070","7368816"
"stoneworks:andesite_tiles","#707070","7368816"
"stoneworks:basalt_brick_slab","#191919","1644825"
"stoneworks:basalt_brick_stairs","#191919","1644825"
"stoneworks:basalt_brick_wall","#191919","1644825"
"stoneworks:basalt_bricks","#191919","1644825"
"stoneworks:basalt_paver_slab","#191919","1644825"
"stoneworks:basalt_paver_stairs","#191919","1644825"
"stoneworks:basalt_paver_wall","#191919","1644825"
"stoneworks:basalt_pavers","#191919","1644825"
"stoneworks:basalt_plate_slab","#191919","1644825"
"stoneworks:basalt_plate_stairs","#191919","1644825"
"stoneworks:basalt_plate_wall","#191919","1644825"
"stoneworks:basalt_plates","#191919","1644825"
"stoneworks:basalt_shingle_slab","#191919","1644825"
"stoneworks:basalt_shingle_stairs","#191919","1644825"
"stoneworks:basalt_shingle_wall","#191919","1644825"
"stoneworks:basalt_shingles","#191919","1644825"
"stoneworks:basalt_tile_slab","#191919","1644825"
"stoneworks:basalt_tile_stairs","#191919","1644825"
"stoneworks:basalt_tile_wall","#191919","1644825"
"stoneworks:basalt_tiles","#191919","1644825"
"stoneworks:blackstone_paver_slab","#191919","1644825"
"stoneworks:blackstone_paver_stairs","#191919","1644825"
"stoneworks:blackstone_paver_wall","#191919","1644825"
"stoneworks:blackstone_pavers","#191919","1644825"
"stoneworks:blackstone_pillar","#191919","1644825"
"stoneworks:blackstone_plate_slab","#191919","1644825"
"stoneworks:blackstone_plate_stairs","#191919","1644825"
"stoneworks:blackstone_plate_wall","#191919","1644825"
"stoneworks:blackstone_plates","#191919","1644825"
"stoneworks:blackstone_shingle_slab","#191919","1644825"
"stoneworks:blackstone_shingle_stairs","#191919","1644825"
"stoneworks:blackstone_shingle_wall","#191919","1644825"
"stoneworks:blackstone_shingles","#191919","1644825"
"stoneworks:blackstone_tile_slab","#191919","1644825"
"stoneworks:blackstone_tile_stairs","#191919","1644825"
"stoneworks:blackstone_tile_wall","#191919","1644825"
"stoneworks:blackstone_tiles","#191919","1644825"
"stoneworks:calcite_brick_slab","#D1B1A1","13742497"
"stoneworks:calcite_brick_stairs","#D1B1A1","13742497"
"stoneworks:calcite_brick_wall","#D1B1A1","13742497"
"stoneworks:calcite_bricks","#D1B1A1","13742497"
"stoneworks:calcite_paver_slab","#D1B1A1","13742497"
"stoneworks:calcite_paver_stairs","#D1B1A1","13742497"
"stoneworks:calcite_paver_wall","#D1B1A1","13742497"
"stoneworks:calcite_pavers","#D1B1A1","13742497"
"stoneworks:calcite_pillar","#D1B1A1","13742497"
"stoneworks:calcite_plate_slab","#D1B1A1","13742497"
"stoneworks:calcite_plate_stairs","#D1B1A1","13742497"
"stoneworks:calcite_plate_wall","#D1B1A1","13742497"
"stoneworks:calcite_plates","#D1B1A1","13742497"
"stoneworks:calcite_shingle_slab","#D1B1A1","13742497"
"stoneworks:calcite_shingle_stairs","#D1B1A1","13742497"
"stoneworks:calcite_shingle_wall","#D1B1A1","13742497"
"stoneworks:calcite_shingles","#D1B1A1","13742497"
"stoneworks:calcite_tile_slab","#D1B1A1","13742497"
"stoneworks:calcite_tile_stairs","#D1B1A1","13742497"
"stoneworks:calcite_tile_wall","#D1B1A1","13742497"
"stoneworks:calcite_tiles","#D1B1A1","13742497"
"stoneworks:chiseled_andesite","#707070","7368816"
"stoneworks:chiseled_basalt","#191919","1644825"
"stoneworks:chiseled_calcite","#D1B1A1","13742497"
"stoneworks:chiseled_dark_prismarine","#5CDBD5","6085589"
"stoneworks:chiseled_diorite","#FFFCF5","16776437"
"stoneworks:chiseled_end_stone","#F7E9A3","16247203"
"stoneworks:chiseled_granite","#976D4D","9923917"
"stoneworks:chiseled_prismarine","#4C7F99","5013401"
"stoneworks:chiseled_purpur","#B24CD8","11685080"
"stoneworks:chiseled_tuff","#392923","3746083"
"stoneworks:cobbled_andesite","#707070","7368816"
"stoneworks:cobbled_andesite_slab","#707070","7368816"
"stoneworks:cobbled_andesite_stairs","#707070","7368816"
"stoneworks:cobbled_andesite_wall","#707070","7368816"
"stoneworks:cobbled_basalt","#191919","1644825"
"stoneworks:cobbled_basalt_slab","#191919","1644825"
"stoneworks:cobbled_basalt_stairs","#191919","1644825"
"stoneworks:cobbled_basalt_wall","#191919","1644825"
"stoneworks:cobbled_blackstone","#191919","1644825"
"stoneworks:cobbled_blackstone_slab","#191919","1644825"
"stoneworks:cobbled_blackstone_stairs","#191919","1644825"
"stoneworks:cobbled_blackstone_wall","#191919","1644825"
"stoneworks:cobbled_calcite","#D1B1A1","13742497"
"stoneworks:cobbled_calcite_slab","#D1B1A1","13742497"
"stoneworks:cobbled_calcite_stairs","#D1B1A1","13742497"
"stoneworks:cobbled_calcite_wall","#D1B1A1","13742497"
"stoneworks:cobbled_dark_prismarine","#5CDBD5","6085589"
"stoneworks:cobbled_dark_prismarine_slab","#5CDBD5","6085589"
"stoneworks:cobbled_dark_prismarine_stairs","#5CDBD5","6085589"
"stoneworks:cobbled_dark_prismarine_wall","#5CDBD5","6085589"
"stoneworks:cobbled_diorite","#FFFCF5","16776437"
"stoneworks:cobbled_diorite_slab","#FFFCF5","16776437"
"stoneworks:cobbled_diorite_stairs","#FFFCF5","16776437"
"stoneworks:cobbled_diorite_wall","#FFFCF5","16776437"
"stoneworks:cobbled_end_stone","#F7E9A3","16247203"
"stoneworks:cobbled_end_stone_slab","#F7E9A3","16247203"
"stoneworks:cobbled_end_stone_stairs","#F7E9A3","16247203"
"stoneworks:cobbled_end_stone_wall","#F7E9A3","16247203"
"stoneworks:cobbled_granite","#976D4D","9923917"
"stoneworks:cobbled_granite_slab","#976D4D","9923917"
"stoneworks:cobbled_granite_stairs","#976D4D","9923917"
"stoneworks:cobbled_granite_wall","#976D4D","9923917"
"stoneworks:cobbled_netherrack","#700200","7340544"
"stoneworks:cobbled_netherrack_slab","#700200","7340544"
"stoneworks:cobbled_netherrack_stairs","#700200","7340544"
"stoneworks:cobbled_netherrack_wall","#700200","7340544"
"stoneworks:cobbled_prismarine","#4C7F99","5013401"
"stoneworks:cobbled_prismarine_slab","#4C7F99","5013401"
"stoneworks:cobbled_prismarine_stairs","#4C7F99","5013401"
"stoneworks:cobbled_prismarine_wall","#4C7F99","5013401"
"stoneworks:cobbled_purpur","#B24CD8","11685080"
"stoneworks:cobbled_purpur_slab","#B24CD8","11685080"
"stoneworks:cobbled_purpur_stairs","#B24CD8","11685080"
"stoneworks:cobbled_purpur_wall","#B24CD8","11685080"
"stoneworks:cobbled_quartz","#FFFCF5","16776437"
"stoneworks:cobbled_quartz_slab","#FFFCF5","16776437"
"stoneworks:cobbled_quartz_stairs","#FFFCF5","16776437"
"stoneworks:cobbled_quartz_wall","#FFFCF5","16776437"
"stoneworks:cobbled_red_sandstone","#D87F33","14188339"
"stoneworks:cobbled_red_sandstone_slab","#D87F33","14188339"
"stoneworks:cobbled_red_sandstone_stairs","#D87F33","14188339"
"stoneworks:cobbled_red_sandstone_wall","#D87F33","14188339"
"stoneworks:cobbled_sandstone","#F7E9A3","16247203"
"stoneworks:cobbled_sandstone_slab","#F7E9A3","16247203"
"stoneworks:cobbled_sandstone_stairs","#F7E9A3","16247203"
"stoneworks:cobbled_sandstone_wall","#F7E9A3","16247203"
"stoneworks:cobbled_tuff","#392923","3746083"
"stoneworks:cobbled_tuff_slab","#392923","3746083"
"stoneworks:cobbled_tuff_stairs","#392923","3746083"
"stoneworks:cobbled_tuff_wall","#392923","3746083"
"stoneworks:cracked_andesite_bricks","#707070","7368816"
"stoneworks:cracked_andesite_tiles","#707070","7368816"
"stoneworks:cracked_basalt_bricks","#191919","1644825"
"stoneworks:cracked_basalt_tiles","#191919","1644825"
"stoneworks:cracked_blackstone_tiles","#191919","1644825"
"stoneworks:cracked_calcite_bricks","#D1B1A1","13742497"
"stoneworks:cracked_calcite_tiles","#D1B1A1","13742497"
"stoneworks:cracked_dark_prismarine_bricks","#5CDBD5","6085589"
"stoneworks:cracked_dark_prismarine_tiles","#5CDBD5","6085589"
"stoneworks:cracked_diorite_bricks","#FFFCF5","16776437"
"stoneworks:cracked_diorite_tiles","#FFFCF5","16776437"
"stoneworks:cracked_end_stone_bricks","#F7E9A3","16247203"
"stoneworks:cracked_end_stone_tiles","#F7E9A3","16247203"
"stoneworks:cracked_granite_bricks","#976D4D","9923917"
"stoneworks:cracked_granite_tiles","#976D4D","9923917"
"stoneworks:cracked_netherrack_bricks","#700200","7340544"
"stoneworks:cracked_prismarine_bricks","#4C7F99","5013401"
"stoneworks:cracked_prismarine_tiles","#4C7F99","5013401"
"stoneworks:cracked_purpur_bricks","#B24CD8","11685080"
"stoneworks:cracked_purpur_tiles","#B24CD8","11685080"
"stoneworks:cracked_quartz_bricks","#FFFCF5","16776437"
"stoneworks:cracked_quartz_tiles","#FFFCF5","16776437"
"stoneworks:cracked_red_sandstone_bricks","#D87F33","14188339"
"stoneworks:cracked_red_sandstone_tiles","#D87F33","14188339"
"stoneworks:cracked_sandstone_bricks","#F7E9A3","16247203"
"stoneworks:cracked_sandstone_tiles","#F7E9A3","16247203"
"stoneworks:cracked_stone_tiles","#707070","7368816"
"stoneworks:cracked_tuff_bricks","#392923","3746083"
"stoneworks:cracked_tuff_tiles","#392923","3746083"
"stoneworks:dark_prismarine_brick_slab","#5CDBD5","6085589"
"stoneworks:dark_prismarine_brick_stairs","#5CDBD5","6085589"
"stoneworks:dark_prismarine_brick_wall","#5CDBD5","6085589"
"stoneworks:dark_prismarine_bricks","#5CDBD5","6085589"
"stoneworks:dark_prismarine_pillar","#5CDBD5","6085589"
"stoneworks:dark_prismarine_plate_slab","#5CDBD5","6085589"
"stoneworks:dark_prismarine_plate_stairs","#5CDBD5","6085589"
"stoneworks:dark_prismarine_plate_wall","#5CDBD5","6085589"
"stoneworks:dark_prismarine_plates","#5CDBD5","6085589"
"stoneworks:dark_prismarine_shingle_slab","#5CDBD5","6085589"
"stoneworks:dark_prismarine_shingle_stairs","#5CDBD5","6085589"
"stoneworks:dark_prismarine_shingle_wall","#5CDBD5","6085589"
"stoneworks:dark_prismarine_shingles","#5CDBD5","6085589"
"stoneworks:dark_prismarine_tile_slab","#5CDBD5","6085589"
"stoneworks:dark_prismarine_tile_stairs","#5CDBD5","6085589"
"stoneworks:dark_prismarine_tile_wall","#5CDBD5","6085589"
"stoneworks:dark_prismarine_tiles","#5CDBD5","6085589"
"stoneworks:deepslate_paver_slab","#646464","6579300"
"stoneworks:deepslate_paver_stairs","#646464","6579300"
"stoneworks:deepslate_paver_wall","#646464","6579300"
"stoneworks:deepslate_pavers","#646464","6579300"
"stoneworks:deepslate_pillar","#646464","6579300"
"stoneworks:deepslate_plate_slab","#646464","6579300"
"stoneworks:deepslate_plate_stairs","#646464","6579300"
"stoneworks:deepslate_plate_wall","#646464","6579300"
"stoneworks:deepslate_plates","#646464","6579300"
"stoneworks:deepslate_shingle_slab","#646464","6579300"
"stoneworks:deepslate_shingle_stairs","#646464","6579300"
"stoneworks:deepslate_shingle_wall","#646464","6579300"
"stoneworks:deepslate_shingles","#646464","6579300"
"stoneworks:diorite_brick_slab","#FFFCF5","16776437"
"stoneworks:diorite_brick_stairs","#FFFCF5","16776437"
"stoneworks:diorite_brick_wall","#FFFCF5","16776437"
"stoneworks:diorite_bricks","#FFFCF5","16776437"
"stoneworks:diorite_paver_slab","#FFFCF5","16776437"
"stoneworks:diorite_paver_stairs","#FFFCF5","16776437"
"stoneworks:diorite_paver_wall","#FFFCF5","16776437"
"stoneworks:diorite_pavers","#FFFCF5","16776437"
"stoneworks:diorite_pillar","#FFFCF5","16776437"
"stoneworks:diorite_plate_slab","#FFFCF5","16776437"
"stoneworks:diorite_plate_stairs","#FFFCF5","16776437"
"stoneworks:diorite_plate_wall","#FFFCF5","16776437"
"stoneworks:diorite_plates","#FFFCF5","16776437"
"stoneworks:diorite_shingle_slab","#FFFCF5","16776437"
"stoneworks:diorite_shingle_stairs","#FFFCF5","16776437"
"stoneworks:diorite_shingle_wall","#FFFCF5","16776437"
"stoneworks:diorite_shingles","#FFFCF5","16776437"
"stoneworks:diorite_tile_slab","#FFFCF5","16776437"
"stoneworks:diorite_tile_stairs","#FFFCF5","16776437"
"stoneworks:diorite_tile_wall","#FFFCF5","16776437"
"stoneworks:diorite_tiles","#FFFCF5","16776437"
"stoneworks:end_stone_paver_slab","#F7E9A3","16247203"
"stoneworks:end_stone_paver_stairs","#F7E9A3","16247203"
"stoneworks:end_stone_paver_wall","#F7E9A3","16247203"
"stoneworks:end_stone_pavers","#F7E9A3","16247203"
"stoneworks:end_stone_pillar","#F7E9A3","16247203"
"stoneworks:end_stone_plate_slab","#F7E9A3","16247203"
"stoneworks:end_stone_plate_stairs","#F7E9A3","16247203"
"stoneworks:end_stone_plate_wall","#F7E9A3","16247203"
"stoneworks:end_stone_plates","#F7E9A3","16247203"
"stoneworks:end_stone_shingle_slab","#F7E9A3","16247203"
"stoneworks:end_stone_shingle_stairs","#F7E9A3","16247203"
"stoneworks:end_stone_shingle_wall","#F7E9A3","16247203"
"stoneworks:end_stone_shingles","#F7E9A3","16247203"
"stoneworks:end_stone_tile_slab","#F7E9A3","16247203"
"stoneworks:end_stone_tile_stairs","#F7E9A3","16247203"
"stoneworks:end_stone_tile_wall","#F7E9A3","16247203"
"stoneworks:end_stone_tiles","#F7E9A3","16247203"
"stoneworks:granite_brick_slab","#976D4D","9923917"
"stoneworks:granite_brick_stairs","#976D4D","9923917"
"stoneworks:granite_brick_wall","#976D4D","9923917"
"stoneworks:granite_bricks","#976D4D","9923917"
"stoneworks:granite_paver_slab","#976D4D","9923917"
"stoneworks:granite_paver_stairs","#976D4D","9923917"
"stoneworks:granite_paver_wall","#976D4D","9923917"
"stoneworks:granite_pavers","#976D4D","9923917"
"stoneworks:granite_pillar","#976D4D","9923917"
"stoneworks:granite_plate_slab","#976D4D","9923917"
"stoneworks:granite_plate_stairs","#976D4D","9923917"
"stoneworks:granite_plate_wall","#976D4D","9923917"
"stoneworks:granite_plates","#976D4D","9923917"
"stoneworks:granite_shingle_slab","#976D4D","9923917"
"stoneworks:granite_shingle_stairs","#976D4D","9923917"
"stoneworks:granite_shingle_wall","#976D4D","9923917"
"stoneworks:granite_shingles","#976D4D","9923917"
"stoneworks:granite_tile_slab","#976D4D","9923917"
"stoneworks:granite_tile_stairs","#976D4D","9923917"
"stoneworks:granite_tile_wall","#976D4D","9923917"
"stoneworks:granite_tiles","#976D4D","9923917"
"stoneworks:mossy_andesite_brick_slab","#707070","7368816"
"stoneworks:mossy_andesite_brick_stairs","#707070","7368816"
"stoneworks:mossy_andesite_brick_wall","#707070","7368816"
"stoneworks:mossy_andesite_bricks","#707070","7368816"
"stoneworks:mossy_basalt_brick_slab","#191919","1644825"
"stoneworks:mossy_basalt_brick_stairs","#191919","1644825"
"stoneworks:mossy_basalt_brick_wall","#191919","1644825"
"stoneworks:mossy_basalt_bricks","#191919","1644825"
"stoneworks:mossy_blackstone_brick_slab","#191919","1644825"
"stoneworks:mossy_blackstone_brick_stairs","#191919","1644825"
"stoneworks:mossy_blackstone_brick_wall","#191919","1644825"
"stoneworks:mossy_blackstone_bricks","#191919","1644825"
"stoneworks:mossy_calcite_brick_slab","#D1B1A1","13742497"
"stoneworks:mossy_calcite_brick_stairs","#D1B1A1","13742497"
"stoneworks:mossy_calcite_brick_wall","#D1B1A1","13742497"
"stoneworks:mossy_calcite_bricks","#D1B1A1","13742497"
"stoneworks:mossy_cobbled_andesite","#707070","7368816"
"stoneworks:mossy_cobbled_andesite_slab","#707070","7368816"
"stoneworks:mossy_cobbled_andesite_stairs","#707070","7368816"
"stoneworks:mossy_cobbled_andesite_wall","#707070","7368816"
"stoneworks:mossy_cobbled_basalt","#191919","1644825"
"stoneworks:mossy_cobbled_basalt_slab","#191919","1644825"
"stoneworks:mossy_cobbled_basalt_stairs","#191919","1644825"
"stoneworks:mossy_cobbled_basalt_wall","#191919","1644825"
"stoneworks:mossy_cobbled_blackstone","#191919","1644825"
"stoneworks:mossy_cobbled_blackstone_slab","#191919","1644825"
"stoneworks:mossy_cobbled_blackstone_stairs","#191919","1644825"
"stoneworks:mossy_cobbled_blackstone_wall","#191919","1644825"
"stoneworks:mossy_cobbled_calcite","#D1B1A1","13742497"
"stoneworks:mossy_cobbled_calcite_slab","#D1B1A1","13742497"
"stoneworks:mossy_cobbled_calcite_stairs","#D1B1A1","13742497"
"stoneworks:mossy_cobbled_calcite_wall","#D1B1A1","13742497"
"stoneworks:mossy_cobbled_dark_prismarine","#5CDBD5","6085589"
"stoneworks:mossy_cobbled_dark_prismarine_slab","#5CDBD5","6085589"
"stoneworks:mossy_cobbled_dark_prismarine_stairs","#5CDBD5","6085589"
"stoneworks:mossy_cobbled_dark_prismarine_wall","#5CDBD5","6085589"
"stoneworks:mossy_cobbled_deepslate","#646464","6579300"
"stoneworks:mossy_cobbled_deepslate_slab","#646464","6579300"
"stoneworks:mossy_cobbled_deepslate_stairs","#646464","6579300"
"stoneworks:mossy_cobbled_deepslate_wall","#646464","6579300"
"stoneworks:mossy_cobbled_diorite","#FFFCF5","16776437"
"stoneworks:mossy_cobbled_diorite_slab","#FFFCF5","16776437"
"stoneworks:mossy_cobbled_diorite_stairs","#FFFCF5","16776437"
"stoneworks:mossy_cobbled_diorite_wall","#FFFCF5","16776437"
"stoneworks:mossy_cobbled_end_stone","#F7E9A3","16247203"
"stoneworks:mossy_cobbled_end_stone_slab","#F7E9A3","16247203"
"stoneworks:mossy_cobbled_end_stone_stairs","#F7E9A3","16247203"
"stoneworks:mossy_cobbled_end_stone_wall","#F7E9A3","16247203"
"stoneworks:mossy_cobbled_granite","#976D4D","9923917"
"stoneworks:mossy_cobbled_granite_slab","#976D4D","9923917"
"stoneworks:mossy_cobbled_granite_stairs","#976D4D","9923917"
"stoneworks:mossy_cobbled_granite_wall","#976D4D","9923917"
"stoneworks:mossy_cobbled_netherrack","#700200","7340544"
"stoneworks:mossy_cobbled_netherrack_slab","#700200","7340544"
"stoneworks:mossy_cobbled_netherrack_stairs","#700200","7340544"
"stoneworks:mossy_cobbled_netherrack_wall","#700200","7340544"
"stoneworks:mossy_cobbled_prismarine","#4C7F99","5013401"
"stoneworks:mossy_cobbled_prismarine_slab","#4C7F99","5013401"
"stoneworks:mossy_cobbled_prismarine_stairs","#4C7F99","5013401"
"stoneworks:mossy_cobbled_prismarine_wall","#4C7F99","5013401"
"stoneworks:mossy_cobbled_purpur","#B24CD8","11685080"
"stoneworks:mossy_cobbled_purpur_slab","#B24CD8","11685080"
"stoneworks:mossy_cobbled_purpur_stairs","#B24CD8","11685080"
"stoneworks:mossy_cobbled_purpur_wall","#B24CD8","11685080"
"stoneworks:mossy_cobbled_quartz","#FFFCF5","16776437"
"stoneworks:mossy_cobbled_quartz_slab","#FFFCF5","16776437"
"stoneworks:mossy_cobbled_quartz_stairs","#FFFCF5","16776437"
"stoneworks:mossy_cobbled_quartz_wall","#FFFCF5","16776437"
"stoneworks:mossy_cobbled_red_sandstone","#D87F33","14188339"
"stoneworks:mossy_cobbled_red_sandstone_slab","#D87F33","14188339"
"stoneworks:mossy_cobbled_red_sandstone_stairs","#D87F33","14188339"
"stoneworks:mossy_cobbled_red_sandstone_wall","#D87F33","14188339"
"stoneworks:mossy_cobbled_sandstone","#F7E9A3","16247203"
"stoneworks:mossy_cobbled_sandstone_slab","#F7E9A3","16247203"
"stoneworks:mossy_cobbled_sandstone_stairs","#F7E9A3","16247203"
"stoneworks:mossy_cobbled_sandstone_wall","#F7E9A3","16247203"
"stoneworks:mossy_cobbled_tuff","#392923","3746083"
"stoneworks:mossy_cobbled_tuff_slab","#392923","3746083"
"stoneworks:mossy_cobbled_tuff_stairs","#392923","3746083"
"stoneworks:mossy_cobbled_tuff_wall","#392923","3746083"
"stoneworks:mossy_dark_prismarine_brick_slab","#5CDBD5","6085589"
"stoneworks:mossy_dark_prismarine_brick_stairs","#5CDBD5","6085589"
"stoneworks:mossy_dark_prismarine_brick_wall","#5CDBD5","6085589"
"stoneworks:mossy_dark_prismarine_bricks","#5CDBD5","6085589"
"stoneworks:mossy_deepslate_brick_slab","#646464","6579300"
"stoneworks:mossy_deepslate_brick_stairs","#646464","6579300"
"stoneworks:mossy_deepslate_brick_wall","#646464","6579300"
"stoneworks:mossy_deepslate_bricks","#646464","6579300"
"stoneworks:mossy_diorite_brick_slab","#FFFCF5","16776437"
"stoneworks:mossy_diorite_brick_stairs","#FFFCF5","16776437"
"stoneworks:mossy_diorite_brick_wall","#FFFCF5","16776437"
"stoneworks:mossy_diorite_bricks","#FFFCF5","16776437"
"stoneworks:mossy_end_stone_brick_slab","#F7E9A3","16247203"
"stoneworks:mossy_end_stone_brick_stairs","#F7E9A3","16247203"
"stoneworks:mossy_end_stone_brick_wall","#F7E9A3","16247203"
"stoneworks:mossy_end_stone_bricks","#F7E9A3","16247203"
"stoneworks:mossy_granite_brick_slab","#976D4D","9923917"
"stoneworks:mossy_granite_brick_stairs","#976D4D","9923917"
"stoneworks:mossy_granite_brick_wall","#976D4D","9923917"
"stoneworks:mossy_granite_bricks","#976D4D","9923917"
"stoneworks:mossy_netherrack_brick_slab","#700200","7340544"
"stoneworks:mossy_netherrack_brick_stairs","#700200","7340544"
"stoneworks:mossy_netherrack_brick_wall","#700200","7340544"
"stoneworks:mossy_netherrack_bricks","#700200","7340544"
"stoneworks:mossy_prismarine_brick_slab","#4C7F99","5013401"
"stoneworks:mossy_prismarine_brick_stairs","#4C7F99","5013401"
"stoneworks:mossy_prismarine_brick_wall","#4C7F99","5013401"
"stoneworks:mossy_prismarine_bricks","#4C7F99","5013401"
"stoneworks:mossy_purpur_brick_slab","#B24CD8","11685080"
"stoneworks:mossy_purpur_brick_stairs","#B24CD8","11685080"
"stoneworks:mossy_purpur_brick_wall","#B24CD8","11685080"
"stoneworks:mossy_purpur_bricks","#B24CD8","11685080"
"stoneworks:mossy_quartz_brick_slab","#FFFCF5","16776437"
"stoneworks:mossy_quartz_brick_stairs","#FFFCF5","16776437"
"stoneworks:mossy_quartz_brick_wall","#FFFCF5","16776437"
"stoneworks:mossy_quartz_bricks","#FFFCF5","16776437"
"stoneworks:mossy_red_sandstone_brick_slab","#D87F33","14188339"
"stoneworks:mossy_red_sandstone_brick_stairs","#D87F33","14188339"
"stoneworks:mossy_red_sandstone_brick_wall","#D87F33","14188339"
"stoneworks:mossy_red_sandstone_bricks","#D87F33","14188339"
"stoneworks:mossy_sandstone_brick_slab","#F7E9A3","16247203"
"stoneworks:mossy_sandstone_brick_stairs","#F7E9A3","16247203"
"stoneworks:mossy_sandstone_brick_wall","#F7E9A3","16247203"
