"ID","Registry name","Tags"
278,"biomeswevegone:sierra_badlands","tumbleweed:whitelist, forge:overworld/in, immersive_weathering:has_earthen_clay, forge:hot/climate, minecraft:spawns_warm_variant_frogs, immersive_weathering:hot, minecraft:is_badlands, c:in_overworld, immersive_weathering:has_lakebed, minecraft:has_structure/stronghold, c:badlands, minecraft:is_overworld, minecraft:has_structure/ruined_portal_mountain, biomeswevegone:badlands, c:climate_dry, exoticbirds:is_desert_bird_spawn, exoticbirds:is_cassowary_spawn, alexsmobs:spawns_red_gusters, naturalist:has_rattlesnake, forge:is_general, minecraft:has_structure/mineshaft_mesa, forge:is_hot, biomeswevegone:overworld, naturalist:has_vulture, c:climate_hot, forge:dry/climate, goodending:red_sandstone_boulder_generates, forge:badlands, fishofthieves:spawns_battlegills, forge:is_hot/overworld, biomeswevegone:climate/hot, forge:is_generalcave, fishofthieves:spawns_devilfish"
279,"regions_unexplored:silver_birch_forest","exoticbirds:is_peafowl_spawn, fishofthieves:spawns_battlegills, c:in_overworld, naturalist:has_boar, wildernature:spawns_deer, naturalist:has_lizard, goodending:spicy_wildflower_generates, naturalist:has_snail, forge:is_cold/overworld, twigs:spawns_twig, forge:is_flutterfly, wildernature:spawns_hedgehog, wildernature:spawns_boar, minecraft:is_overworld, naturalist:has_bear, exoticbirds:is_tropic_bird_spawn, minecraft:is_forest, delightful:salmonberry_spawns, forge:is_generalcave, spawn:small_anthill_generates, forge:forest, fishofthieves:spawns_devilfish, minecraft:has_structure/mineshaft, waddles:spawn_exclude, dynamictrees:is_bee_nest_rare, wildernature:spawns_turkey, vinery:spawns_grape, naturalist:has_finch, exoticbirds:is_hummingbird_spawn, minecraft:has_structure/stronghold, naturalist:has_snake, minecraft:has_structure/ruined_portal_standard, crittersandcompanions:silk_cocoon_spawns, forge:is_general, forge:is_generalnotempcave, naturalist:has_firefly, naturalist:has_robin, immersive_weathering:has_ivy, wildernature:spawns_owl, bakery:spawns_strawberries, forge:overworld/in, forge:is_generalnotemp, forge:is_goblin, fishofthieves:spawns_pondies, minecraft:stronghold_biased_to, exoticbirds:is_forest_bird_spawn, naturalist:has_cardinal, c:forest, naturalist:has_deer, forge:is_cold, naturalist:has_butterfly"
280,"terralith:skylands","terralith:all_terralith_biomes_no_mineshafts, minecraft:is_overworld, naturalist:has_robin, naturalist:has_cardinal, naturalist:has_butterfly, c:in_overworld, naturalist:has_deer, naturalist:has_finch, fishofthieves:spawns_devilfish, c:climate_temperate, naturalist:has_bear, forge:forest, naturalist:has_firefly, forge:temperate/climate, c:forest, fishofthieves:spawns_battlegills, naturalist:has_snake, immersive_weathering:has_ivy, terralith:all_terralith_biomes, naturalist:has_lizard, forge:is_rare, naturalist:has_snail, minecraft:has_structure/stronghold, forge:overworld/in, minecraft:has_structure/mineshaft"
281,"terralith:skylands_autumn","forge:temperate/climate, immersive_weathering:has_ivy, naturalist:has_snail, forge:overworld/in, projectvibrantjourneys:has_logs/birch, minecraft:required_ocean_monument_surrounding, naturalist:has_finch, forge:forest, forge:deciduous/tree, naturalist:has_snake, terralith:all_terralith_biomes_no_mineshafts, naturalist:has_firefly, naturalist:has_bear, minecraft:has_structure/mineshaft, c:in_overworld, minecraft:has_structure/stronghold, minecraft:is_overworld, naturalist:has_cardinal, naturalist:has_butterfly, terralith:skylands, projectvibrantjourneys:has_logs/oak, c:climate_temperate, fishofthieves:spawns_battlegills, naturalist:has_deer, terralith:all_terralith_biomes, naturalist:has_robin, forge:is_rare, terralith:mystical, c:tree_deciduous, c:forest, projectvibrantjourneys:has_logs/dark_oak, naturalist:has_lizard, fishofthieves:spawns_devilfish"
282,"terralith:skylands_spring","forge:forest, naturalist:has_butterfly, fishofthieves:spawns_battlegills, c:climate_temperate, naturalist:has_finch, naturalist:has_lizard, forge:temperate/climate, forge:overworld/in, naturalist:has_cardinal, forge:deciduous/tree, c:floral, minecraft:required_ocean_monument_surrounding, naturalist:has_snail, terralith:mystical, minecraft:has_structure/mineshaft, forge:is_rare, projectvibrantjourneys:has_logs/birch, terralith:all_terralith_biomes, minecraft:is_overworld, c:forest, naturalist:has_snake, naturalist:has_firefly, forge:floral, naturalist:has_deer, minecraft:has_structure/stronghold, immersive_weathering:has_ivy, projectvibrantjourneys:has_logs/dark_oak, terralith:skylands, forge:forests/flower, c:tree_deciduous, c:flower_forests, fishofthieves:spawns_devilfish, naturalist:has_robin, c:in_overworld, terralith:all_terralith_biomes_no_mineshafts, naturalist:has_bear"
283,"terralith:skylands_summer","forge:jungle, minecraft:has_structure/stronghold, forge:dense/vegetation, forge:is_rare, naturalist:has_lizard, forge:is_general, c:vegetation_dense, minecraft:has_structure/mineshaft, c:climate_hot, minecraft:is_overworld, fishofthieves:spawns_battlegills, fishofthieves:spawns_devilfish, c:jungle, projectvibrantjourneys:has_logs/acacia, forge:is_generalcave, naturalist:has_hippo, naturalist:has_tortoise, terralith:skylands, biome_tag_villagers:villager_jungle, minecraft:spawns_warm_variant_frogs, forge:is_hot/overworld, forge:hot/climate, terralith:all_terralith_biomes_no_mineshafts, projectvibrantjourneys:has_logs/jungle, terralith:all_terralith_biomes, minecraft:required_ocean_monument_surrounding, naturalist:has_coral_snake, terralith:mystical, immersive_weathering:hot, c:climate_wet, forge:is_hot, c:in_overworld, forge:wet/climate, c:tree_jungle, forge:jungle/tree, forge:overworld/in, immersive_weathering:wet"
284,"terralith:skylands_winter","forge:overworld/in, forge:is_general, c:tree_coniferous, terralith:skylands, forge:is_dense, minecraft:is_overworld, forge:dense/vegetation, forge:is_cold, immersive_weathering:icy, waddles:spawn_include, forge:coniferous/tree, forge:is_dense/overworld, alexsmobs:spawns_white_seals, backported_wolves:spawns_snowy_wolf, terralith:mystical, naturalist:has_bluejay, forge:is_rare, forge:is_goblin, terralith:all_terralith_biomes_no_mineshafts, forge:taiga, c:vegetation_dense, biome_tag_villagers:villager_taiga, c:climate_cold, minecraft:required_ocean_monument_surrounding, forge:is_snowy, forge:icy, c:taiga, fishofthieves:spawns_devilfish, c:in_overworld, forge:cold/climate, minecraft:has_structure/stronghold, projectvibrantjourneys:has_logs/spruce, projectvibrantjourneys:has_logs/dark_oak, terralith:all_terralith_biomes, c:icy, forge:is_generalcave, forge:snowy, biome_tag_villagers:villager_snowy, naturalist:has_bear, forge:is_cold/overworld, c:snowy, minecraft:spawns_cold_variant_frogs, fishofthieves:spawns_battlegills, minecraft:has_structure/mineshaft, forge:is_flutterfly"
285,"biomeswevegone:skyrise_vale","immersive_weathering:has_ivy, fishofthieves:spawns_battlegills, biomeswevegone:density/dense, minecraft:is_forest, wildernature:spawns_boar, naturalist:has_firefly, spawn:small_anthill_generates, forge:is_flutterfly, naturalist:has_cardinal, forge:is_dense, naturalist:has_deer, forge:is_generalnotemp, biomeswevegone:has_structure/village_skyris, exoticbirds:is_tropic_bird_spawn, biomeswevegone:forest, naturalist:has_snake, naturalist:has_finch, minecraft:has_structure/stronghold, exoticbirds:is_forest_bird_spawn, naturalist:has_bear, forge:is_magical, fishofthieves:spawns_devilfish, naturalist:has_boar, forge:is_dense/overworld, delightful:salmonberry_spawns, wildernature:spawns_hedgehog, dynamictrees:is_bee_nest_rare, goodending:spicy_wildflower_generates, minecraft:has_structure/ruined_portal_standard, forge:is_general, naturalist:has_butterfly, minecraft:is_overworld, naturalist:has_lizard, twigs:spawns_twig, forge:forest, waddles:spawn_exclude, forge:is_goblin, crittersandcompanions:silk_cocoon_spawns, naturalist:has_snail, wildernature:spawns_owl, forge:is_generalnotempcave, forge:is_generalcave, c:forest, biomeswevegone:magical, wildernature:spawns_deer, wildernature:spawns_turkey, naturalist:has_robin, bakery:spawns_strawberries, vinery:spawns_grape, c:in_overworld, forge:overworld/in, biomeswevegone:overworld, exoticbirds:is_hummingbird_spawn, minecraft:has_structure/mineshaft, exoticbirds:is_peafowl_spawn, fishofthieves:spawns_pondies"
286,"minecraft:small_end_islands","forge:end/in_the, tumbleweed:whitelist, forge:is_dry, forge:is_outer_end, forge:is_cold, c:in_the_end, forge:is_cold/end, minecraft:spawns_cold_variant_frogs, c:is_small_end_island, forge:is_dry/end, forge:island/is_small_end, minecraft:is_end"
287,"biomesoplenty:snowblossom_grove","forge:is_cold/overworld, forge:is_magical, fruitsdelight:plants/blueberry_biomes, alexsmobs:spawns_white_seals, forge:overworld/in, forge:is_generalcave, fruitsdelight:plants/persimmon_biomes, waddles:spawn_include, c:in_overworld, minecraft:spawns_snow_foxes, minecraft:has_structure/stronghold, minecraft:is_overworld, forge:is_snowy, forge:is_cold, fruitsdelight:compat/cold, fruitsdelight:plants/hawberry_biomes, minecraft:spawns_white_rabbits, minecraft:stronghold_biased_to, forge:is_flutterfly, backported_wolves:spawns_snowy_wolf, minecraft:spawns_cold_variant_frogs, fishofthieves:spawns_battlegills, naturalist:has_bluejay, fishofthieves:spawns_devilfish, forge:is_rare, immersive_weathering:icy, forge:is_general"
288,"terralith:snowy_badlands","minecraft:is_overworld, immersive_weathering:hot, alexsmobs:spawns_white_seals, fishofthieves:spawns_battlegills, immersive_weathering:icy, naturalist:has_bluejay, forge:is_cold, c:wasteland, minecraft:has_structure/mineshaft, forge:wasteland, minecraft:has_structure/village_snowy, biome_tag_villagers:villager_snowy, c:in_overworld, forge:is_general, forge:is_snowy, backported_wolves:spawns_spotted_wolf, terralith:all_terralith_biomes_no_mineshafts, forge:sparse/vegetation, forge:is_generalcave, c:climate_cold, forge:overworld/in, naturalist:has_cardinal, forge:is_dry/overworld, minecraft:has_structure/stronghold, forge:cold/climate, forge:snowy, forge:is_dry, terralith:all_terralith_biomes, tumbleweed:whitelist, naturalist:has_rattlesnake, minecraft:has_structure/igloo, forge:dry/climate, forge:is_sandy, c:snowy, forge:is_cold/overworld, c:climate_dry, waddles:spawn_include, alexsmobs:spawns_desert_crocodiles, forge:is_wasteland, fishofthieves:spawns_devilfish, c:vegetation_sparse, backported_wolves:spawns_snowy_wolf, minecraft:spawns_cold_variant_frogs"
289,"minecraft:snowy_beach","forge:is_cold, forge:is_general, upgrade_aquatic:has_feature/driftwood_beach, upgrade_aquatic:has_feature/ammonite_ore, minecraft:has_structure/shipwreck_beached, minecraft:has_structure/stronghold, moremobvariants:sheep_spawn_with_horns, twigs:spawns_pebble, naturalist:has_bluejay, minecraft:is_beach, exoticbirds:is_pelican_spawn, forge:beach, minecraft:is_overworld, backported_wolves:spawns_snowy_wolf, forge:is_snowy, bloomingnature:overworld, biome_tag_villagers:villager_snowy, minecraft:spawns_cold_variant_frogs, salt:has_rock_salt_deposits, fishofthieves:islehopper_spawn_at_coast, forge:snowy, fishofthieves:spawns_islehoppers, minecraft:spawns_white_rabbits, fishofthieves:spawns_battlegills, immersive_weathering:icy, minecraft:has_structure/ruined_portal_standard, exoticbirds:is_water_bird_spawn, delightful:cantaloupe_spawns, fishofthieves:spawns_devilfish, c:in_overworld, forge:is_cold/overworld, fishofthieves:spawns_sandy_wildsplash, minecraft:spawns_snow_foxes, forge:is_generalcave, minecraft:has_structure/mineshaft, waddles:spawn_include, alexsmobs:spawns_white_seals, insects_recrafted:freezingbiomes, forge:overworld/in, forge:with_default_monster_spawns, naturalist:has_coral_snake, forge:is_waterbased, twigs:spawns_sea_shell, immersive_weathering:has_sandy_dirt, c:beach, minecraft:has_structure/buried_treasure, c:snowy, fishofthieves:spawns_wildsplash"
290,"terralith:snowy_cherry_grove","minecraft:has_structure/pillager_outpost, alexsmobs:spawns_white_seals, delightful:salmonberry_spawns, forge:is_generalcave, immersive_weathering:icy, minecraft:has_structure/ruined_portal_mountain, naturalist:has_robin, spawn:small_anthill_generates, naturalist:has_boar, naturalist:has_lizard, goodending:spicy_wildflower_generates, wildernature:spawns_owl, dynamictrees:is_bee_nest_rare, forge:overworld/in, minecraft:spawns_snow_foxes, terralith:all_terralith_biomes, fruitsdelight:compat/cold, forge:is_goblin, twigs:spawns_twig, minecraft:has_structure/stronghold, wildernature:spawns_boar, backported_wolves:spawns_snowy_wolf, naturalist:has_snake, fruitsdelight:plants/hawberry_biomes, c:tree_deciduous, forge:mountain, twigs:schist_generates, biome_tag_villagers:villager_snowy, fishofthieves:spawns_battlegills, minecraft:spawns_cold_variant_frogs, vinery:spawns_taiga_grape, naturalist:has_butterfly, naturalist:has_firefly, c:in_overworld, forge:is_slope, c:mountain_slope, exoticbirds:is_hummingbird_spawn, wildernature:spawns_hedgehog, forge:snowy, fishofthieves:spawns_pondies, minecraft:is_mountain, forge:is_snowy, naturalist:has_deer, exoticbirds:is_tropic_bird_spawn, forge:is_cold, forge:is_general, fruitsdelight:plants/blueberry_biomes, wildernature:spawns_deer, forge:is_mountain, forge:forest, naturalist:has_snail, naturalist:has_finch, forge:is_generalnotemp, waddles:spawn_include, c:forest, minecraft:is_overworld, naturalist:has_canary, naturalist:has_bear, forge:deciduous/tree, crittersandcompanions:silk_cocoon_spawns, minecraft:is_forest, forge:is_mountainous, bakery:spawns_strawberries, vinery:spawns_grape, forge:is_flutterfly, exoticbirds:is_forest_bird_spawn, naturalist:has_cardinal, c:mountain, terralith:has_structure/igloo, minecraft:has_structure/ruined_portal_standard, fruitsdelight:plants/persimmon_biomes, exoticbirds:is_peafowl_spawn, forge:is_generalnotempcave, terralith:all_terralith_biomes_no_mineshafts, immersive_weathering:has_ivy, fishofthieves:spawns_devilfish, minecraft:has_structure/mineshaft, wildernature:spawns_turkey, waddles:spawn_exclude, forge:is_cold/overworld, c:climate_cold, c:snowy, naturalist:has_bluejay, forge:cold/climate, forge:slope/mountain"
291,"biomesoplenty:snowy_coniferous_forest","fruitsdelight:plants/hawberry_biomes, minecraft:has_structure/ruined_portal_standard, fruitsdelight:plants/blueberry_biomes, backported_wolves:spawns_ashen_wolf, c:in_overworld, forge:overworld/in, forge:is_coniferous, minecraft:has_structure/mineshaft, minecraft:spawns_snow_foxes, minecraft:has_structure/stronghold, fruitsdelight:compat/cold, fruitsdelight:plants/persimmon_biomes, forge:is_snowy, waddles:spawn_include, backported_wolves:spawns_snowy_wolf, minecraft:has_structure/pillager_outpost, minecraft:is_overworld, forge:is_generalcave, minecraft:stronghold_biased_to, forge:is_cold/overworld, naturalist:has_bluejay, fishofthieves:spawns_battlegills, minecraft:has_structure/village_taiga, immersive_weathering:icy, minecraft:spawns_cold_variant_frogs, forge:is_cold, minecraft:has_structure/igloo, forge:is_general, minecraft:spawns_white_rabbits, fishofthieves:spawns_devilfish, alexsmobs:spawns_white_seals"
292,"biomesoplenty:snowy_fir_clearing","fruitsdelight:plants/hawberry_biomes, minecraft:has_structure/ruined_portal_standard, fruitsdelight:plants/blueberry_biomes, forge:is_sparse/overworld, backported_wolves:spawns_ashen_wolf, c:in_overworld, forge:overworld/in, forge:is_coniferous, minecraft:has_structure/mineshaft, minecraft:spawns_snow_foxes, minecraft:has_structure/stronghold, fruitsdelight:compat/cold, fruitsdelight:plants/persimmon_biomes, forge:is_snowy, waddles:spawn_include, backported_wolves:spawns_snowy_wolf, minecraft:is_overworld, forge:is_generalcave, minecraft:stronghold_biased_to, forge:is_cold/overworld, naturalist:has_bluejay, fishofthieves:spawns_battlegills, immersive_weathering:icy, minecraft:spawns_cold_variant_frogs, forge:is_sparse, forge:is_cold, minecraft:has_structure/igloo, forge:is_general, minecraft:spawns_white_rabbits, fishofthieves:spawns_devilfish, alexsmobs:spawns_white_seals"
293,"terralith:snowy_maple_forest","minecraft:is_overworld, naturalist:has_bear, naturalist:has_firefly, twigs:spawns_twig, forge:is_coniferous, fishofthieves:spawns_battlegills, forge:is_general, naturalist:has_snail, wildernature:spawns_owl, exoticbirds:is_tropic_bird_spawn, fruitsdelight:plants/hawberry_biomes, fruitsdelight:compat/cold, c:climate_cold, naturalist:has_lizard, wildernature:spawns_turkey, waddles:spawn_include, biome_tag_villagers:villager_taiga, c:taiga, forge:is_cold, forge:is_generalnotempcave, naturalist:has_finch, forge:is_goblin, dynamictrees:is_bee_nest_rare, forge:is_cold/overworld, minecraft:has_structure/mineshaft, terralith:all_terralith_biomes_no_mineshafts, biome_tag_villagers:villager_snowy, c:snowy, spawn:small_anthill_generates, immersive_weathering:has_ivy, bakery:spawns_strawberries, vinery:spawns_grape, croptopia:has_crop/onion, immersive_weathering:icy, exoticbirds:is_hummingbird_spawn, minecraft:has_structure/ruined_portal_standard, forge:coniferous/tree, forge:is_flutterfly, crittersandcompanions:silk_cocoon_spawns, forge:is_generalnotemp, goodending:spicy_wildflower_generates, croptopia:has_crop/squash, forge:is_snowy, forge:is_generalcave, wildernature:spawns_deer, fishofthieves:spawns_pondies, minecraft:spawns_cold_variant_frogs, croptopia:has_crop/blackberry, forge:cold/climate, fruitsdelight:plants/persimmon_biomes, forge:taiga, projectvibrantjourneys:has_logs/dark_oak, exoticbirds:is_peafowl_spawn, wildernature:spawns_boar, delightful:salmonberry_spawns, waddles:spawn_exclude, minecraft:is_forest, wildernature:spawns_hedgehog, projectvibrantjourneys:has_logs/oak, c:tree_coniferous, backported_wolves:spawns_snowy_wolf, naturalist:has_snake, c:forest, exoticbirds:is_forest_bird_spawn, forge:forest, naturalist:has_deer, alexsmobs:spawns_white_seals, forge:snowy, forge:overworld/in, terralith:all_terralith_biomes, naturalist:has_butterfly, minecraft:has_structure/stronghold, fruitsdelight:plants/blueberry_biomes, minecraft:has_structure/trail_ruins, naturalist:has_robin, fishofthieves:spawns_devilfish, naturalist:has_cardinal, naturalist:has_boar, naturalist:has_bluejay, c:in_overworld"
294,"biomesoplenty:snowy_maple_woods","forge:is_dense/overworld, forge:overworld/in, minecraft:has_structure/igloo, forge:is_flutterfly, minecraft:has_structure/mineshaft, minecraft:has_structure/ruined_portal_standard, c:in_overworld, immersive_weathering:icy, minecraft:has_structure/stronghold, fruitsdelight:plants/hawberry_biomes, minecraft:is_overworld, forge:is_coniferous, forge:is_cold/overworld, minecraft:stronghold_biased_to, fruitsdelight:compat/cold, forge:is_general, forge:is_cold, minecraft:spawns_snow_foxes, projectvibrantjourneys:has_logs/oak, forge:is_snowy, waddles:spawn_include, fishofthieves:spawns_battlegills, backported_wolves:spawns_snowy_wolf, forge:is_goblin, naturalist:has_bluejay, fruitsdelight:plants/blueberry_biomes, alexsmobs:spawns_white_seals, minecraft:spawns_cold_variant_frogs, forge:is_dense, forge:is_generalcave, minecraft:spawns_white_rabbits, fruitsdelight:plants/persimmon_biomes, fishofthieves:spawns_devilfish"
295,"minecraft:snowy_plains","delightful:mini_melon_spawns, exoticbirds:is_peafowl_spawn, naturalist:has_robin, minecraft:spawns_cold_variant_frogs, minecraft:spawns_snow_foxes, naturalist:has_snail, forge:overworld/in, biome_tag_villagers:villager_snowy, forge:is_wasteland, c:snowy, insects_recrafted:freezingbiomes, forge:is_generalnotempcave, backported_wolves:spawns_spotted_wolf, forge:with_default_monster_spawns, fruitsdelight:vanilla/taiga_cold, forge:is_cold, bloomingnature:snowy_plains, bloomingnature:overworld, forge:is_eyestalker, forge:is_cold/overworld, exoticbirds:is_hummingbird_spawn, minecraft:has_structure/stronghold, forge:is_goblin, minecraft:spawns_white_rabbits, forge:is_generalnotemp, fruitsdelight:plants/persimmon_biomes, fishofthieves:spawns_battlegills, backported_wolves:spawns_snowy_wolf, alexsmobs:spawns_white_seals, naturalist:has_bluejay, forge:plains/snowy, immersive_weathering:has_permafrost, c:climate_cold, minecraft:has_structure/igloo, forge:snowy, forge:is_generalcave, c:snowy_plains, forge:is_snowy, naturalist:has_firefly, naturalist:has_snake, forge:is_icy, minecraft:has_structure/village_snowy, fruitsdelight:plants/blueberry_biomes, forge:is_general, forge:cold/climate, finsandtails:wherble_spawns, waddles:spawn_include, minecraft:has_structure/mineshaft, immersive_weathering:icy, minecraft:stronghold_biased_to, c:in_overworld, naturalist:has_sparrow, naturalist:has_butterfly, moremobvariants:sheep_spawn_with_horns, minecraft:has_structure/ruined_portal_standard, minecraft:is_overworld, forge:is_plains, minecraft:has_structure/pillager_outpost, fishofthieves:spawns_devilfish"
296,"terralith:snowy_shield","terralith:has_structure/rubble_taiga, forge:is_generalnotemp, goodending:spicy_wildflower_generates, forge:is_snowy, exoticbirds:is_hummingbird_spawn, c:extreme_hills, naturalist:has_lizard, naturalist:has_deer, projectvibrantjourneys:has_logs/oak, naturalist:has_butterfly, waddles:spawn_include, forge:is_cold, forge:overworld/in, vinery:spawns_grape, wildernature:spawns_boar, fishofthieves:spawns_battlegills, naturalist:has_cardinal, naturalist:has_canary, c:climate_cold, fishofthieves:spawns_devilfish, forge:cold/climate, naturalist:has_finch, minecraft:has_structure/mineshaft, minecraft:has_structure/trail_ruins, delightful:salmonberry_spawns, forge:forest, immersive_weathering:icy, crittersandcompanions:silk_cocoon_spawns, croptopia:has_crop/onion, forge:snowy, wildernature:spawns_owl, naturalist:has_robin, c:tree_coniferous, forge:is_general, spawn:small_anthill_generates, alexsmobs:spawns_white_seals, terralith:all_terralith_biomes, immersive_weathering:has_ivy, naturalist:has_bluejay, forge:is_generalcave, bakery:spawns_strawberries, croptopia:has_crop/blackberry, naturalist:has_snake, exoticbirds:is_forest_bird_spawn, waddles:spawn_exclude, forge:is_goblin, minecraft:has_structure/ruined_portal_standard, wildernature:spawns_deer, naturalist:has_boar, croptopia:has_crop/squash, projectvibrantjourneys:has_logs/spruce, twigs:spawns_twig, minecraft:spawns_cold_variant_frogs, wildernature:spawns_hedgehog, c:snowy, minecraft:has_structure/stronghold, forge:hills/extreme, wildernature:spawns_turkey, naturalist:has_firefly, c:in_overworld, forge:is_cold/overworld, forge:is_flutterfly, dynamictrees:is_bee_nest_rare, minecraft:is_forest, c:forest, exoticbirds:is_peafowl_spawn, naturalist:has_bear, exoticbirds:is_tropic_bird_spawn, forge:is_generalnotempcave, naturalist:has_snail, backported_wolves:spawns_snowy_wolf, terralith:all_terralith_biomes_no_mineshafts, forge:coniferous/tree, fishofthieves:spawns_pondies, biome_tag_villagers:villager_snowy, minecraft:is_overworld"
297,"minecraft:snowy_slopes","fishofthieves:spawns_devilfish, immersive_weathering:icy, forge:is_general, forge:slope/mountain, forge:overworld/in, immersive_weathering:has_permafrost, minecraft:spawns_snow_foxes, minecraft:has_structure/stronghold, forge:is_sparse/overworld, forge:is_mountainous, minecraft:increased_fire_burnout, naturalist:has_canary, minecraft:has_structure/ruined_portal_mountain, minecraft:has_structure/pillager_outpost, vinery:spawns_taiga_grape, forge:with_default_monster_spawns, naturalist:has_robin, waddles:spawn_exclude, forge:mountain, backported_wolves:spawns_snowy_wolf, c:mountain_slope, fishofthieves:spawns_battlegills, minecraft:has_structure/igloo, naturalist:has_bluejay, biome_tag_villagers:villager_snowy, c:mountain, forge:is_mountain, moremobvariants:sheep_spawn_with_horns, forge:is_cold/overworld, forge:is_generalnotemp, alexsmobs:spawns_white_seals, forge:is_generalcave, insects_recrafted:freezingbiomes, forge:is_generalnotempcave, minecraft:has_structure/mineshaft, forge:snowy, forge:is_slope, c:in_overworld, waddles:spawn_include, twigs:schist_generates, forge:is_snowy, wildernature:spawns_minisheep, minecraft:is_overworld, c:snowy, forge:is_cold, vinery:spawns_grape, minecraft:spawns_white_rabbits, bloomingnature:snowy_slopes, minecraft:stronghold_biased_to, minecraft:is_mountain, bloomingnature:overworld, forge:is_sparse, minecraft:spawns_cold_variant_frogs, naturalist:has_snail"
298,"minecraft:snowy_taiga","vinery:spawns_taiga_grape, forge:is_generalcave, minecraft:spawns_white_rabbits, fruitsdelight:plants/persimmon_biomes, bloomingnature:has_structure/taiga, croptopia:has_crop/barley, terralith:has_structure/rubble_taiga, forge:coniferous/tree, minecraft:has_structure/igloo, bakery:spawns_strawberries, bloomingnature:has_structure/temperate, minecraft:is_taiga, naturalist:has_bear, c:in_overworld, immersive_weathering:icy, minecraft:has_structure/ruined_portal_standard, c:snowy, croptopia:has_crop/rutabaga, forge:is_cold, bloomingnature:snowy_taiga, croptopia:has_crop/squash, immersive_weathering:has_permafrost, finsandtails:wherble_spawns, croptopia:has_crop/blackberry, forge:snowy, goodending:spruce_fallen_log_generates, fishofthieves:spawns_battlegills, biome_tag_villagers:villager_snowy, croptopia:has_crop/raspberry, naturalist:has_bluejay, alexsmobs:spawns_white_seals, minecraft:spawns_cold_variant_frogs, quark:has_fallen_spruce, forge:with_default_monster_spawns, c:taiga, exoticbirds:is_forest_bird_spawn, fishofthieves:spawns_devilfish, moremobvariants:sheep_spawn_with_horns, bloomingnature:overworld, forge:taiga, forge:overworld/in, biome_tag_villagers:villager_taiga, forge:cold/climate, minecraft:has_structure/mineshaft, forge:is_coniferous, minecraft:has_structure/stronghold, fruitsdelight:vanilla/taiga_cold, minecraft:is_overworld, c:tree_coniferous, backported_wolves:spawns_ashen_wolf, forge:is_cold/overworld, minecraft:stronghold_biased_to, twigs:spawns_pebble, forge:is_general, insects_recrafted:freezingbiomes, minecraft:spawns_snow_foxes, croptopia:has_crop/blueberry, croptopia:has_crop/strawberry, forge:is_snowy, waddles:spawn_include, twigs:spawns_twig, moremobvariants:wolf_ashen_spawns, c:climate_cold, minecraft:has_structure/trail_ruins, fruitsdelight:plants/blueberry_biomes, backported_wolves:spawns_snowy_wolf"
299,"minecraft:soul_sand_valley","forge:is_dry/nether, alexsmobs:spawns_nether_tarantula_hawks, minecraft:has_structure/ruined_portal_nether, forge:nether/in, forge:is_hot, c:climate_hot, forge:is_dry, c:climate_dry, minecraft:has_structure/nether_fortress, alexsmobs:spawns_soul_gusters, minecraft:has_structure/nether_fossil, forge:is_hot/nether, minecraft:snow_golem_melts, waddles:spawn_exclude, minecraft:spawns_warm_variant_frogs, c:in_nether, minecraft:has_structure/bastion_remnant, scorpions:has_nether_scorpions, tumbleweed:whitelist, forge:hot/climate, twigs:silt_generates, forge:dry/climate, minecraft:is_nether, immersive_weathering:hot"
