"ID","Name","Description","Parent"
"minecraft:adventure/trim_with_all_exclusive_armor_patterns","[Smithing with Style]","Apply these smithing templates at least once: Spire, Snout, Rib, Ward, Silence, Vex, Tide, Wayfinder","minecraft:adventure/trim_with_any_armor_pattern"
"minecraft:adventure/trim_with_any_armor_pattern","[Crafting a New Look]","Craft a trimmed armor at a Smithing Table","minecraft:adventure/root"
"minecraft:adventure/two_birds_one_arrow","[Two Birds, One Arrow]","Kill two Phantoms with a piercing Arrow","minecraft:adventure/ol_betsy"
"minecraft:adventure/very_very_frightening","[Very Very Frightening]","Strike a Villager with lightning","minecraft:adventure/throw_trident"
"minecraft:adventure/voluntary_exile","[Voluntary Exile]","Kill a raid captain.
Maybe consider staying away from villages for the time being...","minecraft:adventure/root"
"minecraft:adventure/walk_on_powder_snow_with_leather_boots","[Light as a Rabbit]","Walk on Powder Snow... without sinking in it","minecraft:adventure/sleep_in_bed"
"minecraft:adventure/whos_the_pillager_now","[Who's the Pillager Now?]","Give a Pillager a taste of their own medicine","minecraft:adventure/ol_betsy"
"minecraft:end/dragon_breath","[You Need a Mint]","Collect Dragon's Breath in a Glass Bottle","minecraft:end/kill_dragon"
"minecraft:end/dragon_egg","[The Next Generation]","Hold the Dragon Egg","minecraft:end/kill_dragon"
"minecraft:end/elytra","[Sky's the Limit]","Find Elytra","minecraft:end/find_end_city"
"minecraft:end/enter_end_gateway","[Remote Getaway]","Escape the island","minecraft:end/kill_dragon"
"minecraft:end/find_end_city","[The City at the End of the Game]","Go on in, what could happen?","minecraft:end/enter_end_gateway"
"minecraft:end/kill_dragon","[Free the End]","Good luck","minecraft:end/root"
"minecraft:end/levitate","[Great View From Up Here]","Levitate up 50 blocks from the attacks of a Shulker","minecraft:end/find_end_city"
"minecraft:end/respawn_dragon","[The End... Again...]","Respawn the Ender Dragon","minecraft:end/kill_dragon"
"minecraft:end/root","[The End]","Or the beginning?","-"
"minecraft:husbandry/allay_deliver_cake_to_note_block","[Birthday Song]","Have an Allay drop a Cake at a Note Block","minecraft:husbandry/allay_deliver_item_to_player"
"minecraft:husbandry/allay_deliver_item_to_player","[You've Got a Friend in Me]","Have an Allay deliver items to you","minecraft:husbandry/root"
"minecraft:husbandry/axolotl_in_a_bucket","[The Cutest Predator]","Catch an Axolotl in a Bucket","minecraft:husbandry/tactical_fishing"
"minecraft:husbandry/balanced_diet","[A Balanced Diet]","Eat everything that is edible, even if it's not good for you","minecraft:husbandry/plant_seed"
"minecraft:husbandry/bred_all_animals","[Two by Two]","Breed all the animals!","minecraft:husbandry/breed_an_animal"
"minecraft:husbandry/breed_an_animal","[The Parrots and the Bats]","Breed two animals together","minecraft:husbandry/root"
"minecraft:husbandry/complete_catalogue","[A Complete Catalogue]","Tame all Cat variants!","minecraft:husbandry/tame_an_animal"
"minecraft:husbandry/feed_snifflet","[Little Sniffs]","Feed a Snifflet","minecraft:husbandry/obtain_sniffer_egg"
"minecraft:husbandry/fishy_business","[Fishy Business]","Catch a fish","minecraft:husbandry/root"
"minecraft:husbandry/froglights","[With Our Powers Combined!]","Have all Froglights in your inventory","minecraft:husbandry/leash_all_frog_variants"
"minecraft:husbandry/fruitfulfun/all_fruit_and_food","[Please Pass the All Fruit]","Eat every food and drink that is from Fruitful Fun","minecraft:husbandry/fruitfulfun/grapefruit"
"minecraft:husbandry/fruitfulfun/apiarist","[Master Apiarist]","Exchange a beehive for at least 50 emeralds in a single trade","minecraft:husbandry/fruitfulfun/inspector"
"minecraft:husbandry/fruitfulfun/apple","[Operation: Big Apple]","Obtain an Apple Oak Sapling from a victory of a village raid","minecraft:husbandry/fruitfulfun/start"
"minecraft:husbandry/fruitfulfun/bee_jockey","[Bee-approved for Takeoff]","Breed a rideable Bee","minecraft:husbandry/fruitfulfun/inspector"
"minecraft:husbandry/fruitfulfun/grapefruit","[Fragrance of Citrus]","Hybridize a Grapefruit Tree","minecraft:husbandry/fruitfulfun/start"
"minecraft:husbandry/fruitfulfun/horn","[Burst into Song]","Harvesting fruits using a specific type of Goat Horn","minecraft:husbandry/fruitfulfun/start"
"minecraft:husbandry/fruitfulfun/inspector","[Science Mania]","Use Bee Inspector on a Bee","minecraft:husbandry/fruitfulfun/start"
"minecraft:husbandry/fruitfulfun/redlove","[Welcome to Sakura Dormitory]","Hybridize a Redlove Tree","minecraft:husbandry/fruitfulfun/apple"
"minecraft:husbandry/fruitfulfun/ritual","[Listen to the Dragon Roar]","Start a Dragon Ritual","minecraft:husbandry/fruitfulfun/start"
"minecraft:husbandry/fruitfulfun/start","[A Fresh Start]","Shall we make it bloom, a fruit-filled romance","minecraft:husbandry/root"
"minecraft:husbandry/kill_axolotl_target","[The Healing Power of Friendship!]","Team up with an Axolotl and win a fight","minecraft:husbandry/axolotl_in_a_bucket"
"minecraft:husbandry/leash_all_frog_variants","[When the Squad Hops into Town]","Get each Frog variant on a Lead","minecraft:husbandry/tadpole_in_a_bucket"
"minecraft:husbandry/make_a_sign_glow","[Glow and Behold!]","Make the text of any kind of sign glow","minecraft:husbandry/root"
"minecraft:husbandry/obtain_netherite_hoe","[Serious Dedication]","Use a Netherite Ingot to upgrade a Hoe, and then reevaluate your life choices","minecraft:husbandry/plant_seed"
"minecraft:husbandry/obtain_sniffer_egg","[Smells Interesting]","Obtain a Sniffer Egg","minecraft:husbandry/root"
"minecraft:husbandry/plant_any_sniffer_seed","[Planting the Past]","Plant any Sniffer seed","minecraft:husbandry/feed_snifflet"
"minecraft:husbandry/plant_seed","[A Seedy Place]","Plant a seed and watch it grow","minecraft:husbandry/root"
"minecraft:husbandry/ride_a_boat_with_a_goat","[Whatever Floats Your Goat!]","Get in a Boat and float with a Goat","minecraft:husbandry/root"
"minecraft:husbandry/root","[Husbandry]","The world is full of friends and food","-"
"minecraft:husbandry/safely_harvest_honey","[Bee Our Guest]","Use a Campfire to collect Honey from a Beehive using a Glass Bottle without aggravating the Bees","minecraft:husbandry/root"
"minecraft:husbandry/silk_touch_nest","[Total Beelocation]","Move a Bee Nest, with 3 Bees inside, using Silk Touch","minecraft:husbandry/root"
"minecraft:husbandry/tactical_fishing","[Tactical Fishing]","Catch a Fish... without a Fishing Rod!","minecraft:husbandry/fishy_business"
"minecraft:husbandry/tadpole_in_a_bucket","[Bukkit Bukkit]","Catch a Tadpole in a Bucket","minecraft:husbandry/root"
"minecraft:husbandry/tame_an_animal","[Best Friends Forever]","Tame an animal","minecraft:husbandry/root"
"minecraft:husbandry/wax_off","[Wax Off]","Scrape Wax off of a Copper block!","minecraft:husbandry/wax_on"
"minecraft:husbandry/wax_on","[Wax On]","Apply Honeycomb to a Copper block!","minecraft:husbandry/safely_harvest_honey"
"minecraft:nether/all_effects","[How Did We Get Here?]","Have every effect applied at the same time","minecraft:nether/all_potions"
"minecraft:nether/all_potions","[A Furious Cocktail]","Have every potion effect applied at the same time","minecraft:nether/brew_potion"
"minecraft:nether/brew_potion","[Local Brewery]","Brew a Potion","minecraft:nether/obtain_blaze_rod"
"minecraft:nether/charge_respawn_anchor","[Not Quite ""Nine"" Lives]","Charge a Respawn Anchor to the maximum","minecraft:nether/obtain_crying_obsidian"
"minecraft:nether/create_beacon","[Bring Home the Beacon]","Construct and place a Beacon","minecraft:nether/summon_wither"
"minecraft:nether/create_full_beacon","[Beaconator]","Bring a Beacon to full power","minecraft:nether/create_beacon"
"minecraft:nether/distract_piglin","[Oh Shiny]","Distract Piglins with gold","minecraft:nether/root"
"minecraft:nether/explore_nether","[Hot Tourist Destinations]","Explore all Nether biomes","minecraft:nether/ride_strider"
"minecraft:nether/fast_travel","[Subspace Bubble]","Use the Nether to travel 7 km in the Overworld","minecraft:nether/root"
"minecraft:nether/find_bastion","[Those Were the Days]","Enter a Bastion Remnant","minecraft:nether/root"
"minecraft:nether/find_fortress","[A Terrible Fortress]","Break your way into a Nether Fortress","minecraft:nether/root"
"minecraft:nether/get_wither_skull","[Spooky Scary Skeleton]","Obtain a Wither Skeleton's skull","minecraft:nether/find_fortress"
"minecraft:nether/loot_bastion","[War Pigs]","Loot a Chest in a Bastion Remnant","minecraft:nether/find_bastion"
"minecraft:nether/netherite_armor","[Cover Me in Debris]","Get a full suit of Netherite armor","minecraft:nether/obtain_ancient_debris"
"minecraft:nether/obtain_ancient_debris","[Hidden in the Depths]","Obtain Ancient Debris","minecraft:nether/root"
"minecraft:nether/obtain_blaze_rod","[Into Fire]","Relieve a Blaze of its rod","minecraft:nether/find_fortress"
"minecraft:nether/obtain_crying_obsidian","[Who is Cutting Onions?]","Obtain Crying Obsidian","minecraft:nether/root"
"minecraft:nether/return_to_sender","[Return to Sender]","Destroy a Ghast with a fireball","minecraft:nether/root"
"minecraft:nether/ride_strider","[This Boat Has Legs]","Ride a Strider with a Warped Fungus on a Stick","minecraft:nether/root"
"minecraft:nether/ride_strider_in_overworld_lava","[Feels Like Home]","Take a Strider for a loooong ride on a lava lake in the Overworld","minecraft:nether/ride_strider"
"minecraft:nether/root","[Nether]","Bring summer clothes","-"
"minecraft:nether/summon_wither","[Withering Heights]","Summon the Wither","minecraft:nether/get_wither_skull"
"minecraft:nether/uneasy_alliance","[Uneasy Alliance]","Rescue a Ghast from the Nether, bring it safely home to the Overworld... and then kill it","minecraft:nether/return_to_sender"
"minecraft:nether/use_lodestone","[Country Lode, Take Me Home]","Use a Compass on a Lodestone","minecraft:nether/obtain_ancient_debris"
"minecraft:recipes/decorations/torch","minecraft:recipes/decorations/torch","<null>","minecraft:recipes/root"
"minecraft:recipes/root","minecraft:recipes/root","<null>","-"
"minecraft:story/cure_zombie_villager","[Zombie Doctor]","Weaken and then cure a Zombie Villager","minecraft:story/enter_the_nether"
"minecraft:story/deflect_arrow","[Not Today, Thank You]","Deflect a projectile with a Shield","minecraft:story/obtain_armor"
"minecraft:story/enchant_item","[Enchanter]","Enchant an item at an Enchanting Table","minecraft:story/mine_diamond"
"minecraft:story/enter_the_end","[The End?]","Enter the End Portal","minecraft:story/follow_ender_eye"
"minecraft:story/enter_the_nether","[We Need to Go Deeper]","Build, light and enter a Nether Portal","minecraft:story/form_obsidian"
"minecraft:story/follow_ender_eye","[Eye Spy]","Follow an Eye of Ender","minecraft:story/enter_the_nether"
"minecraft:story/form_obsidian","[Ice Bucket Challenge]","Obtain a block of Obsidian","minecraft:story/lava_bucket"
"minecraft:story/iron_tools","[Isn't It Iron Pick]","Upgrade your Pickaxe","minecraft:story/smelt_iron"
"minecraft:story/lava_bucket","[Hot Stuff]","Fill a Bucket with lava","minecraft:story/smelt_iron"
"minecraft:story/mine_diamond","[Diamonds!]","Acquire diamonds","minecraft:story/iron_tools"
"minecraft:story/mine_stone","[Stone Age]","Mine Stone with your new Pickaxe","minecraft:story/root"
"minecraft:story/obtain_armor","[Suit Up]","Protect yourself with a piece of iron armor","minecraft:story/smelt_iron"
"minecraft:story/root","[Minecraft]","The heart and story of the game","-"
"minecraft:story/shiny_gear","[Cover Me with Diamonds]","Diamond armor saves lives","minecraft:story/mine_diamond"
"minecraft:story/smelt_iron","[Acquire Hardware]","Smelt an Iron Ingot","minecraft:story/upgrade_tools"
"minecraft:story/upgrade_tools","[Getting an Upgrade]","Construct a better Pickaxe","minecraft:story/mine_stone"
"naturalist:husbandry/feed_bear_honeycomb","[Oh Bother]","Feed a Honeycomb to a Bear","minecraft:husbandry/root"
"naturalist:husbandry/feed_hippo_melon","[Hungry Hungry Hippos]","Feed a Melon to a Hippo","minecraft:husbandry/root"
"naturalist:husbandry/ride_giraffe_with_map","[A Whole New World]","Use a Map while riding a Giraffe","minecraft:husbandry/root"
"naturescompass:natures_compass","naturescompass:natures_compass","<null>","minecraft:recipes/root"
"naturescompass:natures_compass_log","naturescompass:natures_compass_log","<null>","minecraft:recipes/root"
"naturescompass:natures_compass_sapling","naturescompass:natures_compass_sapling","<null>","minecraft:recipes/root"
"notreepunching:andesite_cobblestone_from_rocks","notreepunching:andesite_cobblestone_from_rocks","<null>","minecraft:recipes/root"
"notreepunching:andesite_cobblestone_slab","notreepunching:andesite_cobblestone_slab","<null>","minecraft:recipes/root"
"notreepunching:andesite_cobblestone_stairs","notreepunching:andesite_cobblestone_stairs","<null>","minecraft:recipes/root"
"notreepunching:andesite_cobblestone_wall","notreepunching:andesite_cobblestone_wall","<null>","minecraft:recipes/root"
"notreepunching:clay_brick_from_balls","notreepunching:clay_brick_from_balls","<null>","minecraft:recipes/root"
"notreepunching:clay_brick_from_blocks","notreepunching:clay_brick_from_blocks","<null>","minecraft:recipes/root"
"notreepunching:clay_tool","notreepunching:clay_tool","<null>","minecraft:recipes/root"
"notreepunching:cobblestone_from_rocks","notreepunching:cobblestone_from_rocks","<null>","minecraft:recipes/root"
"notreepunching:diamond_knife","notreepunching:diamond_knife","<null>","minecraft:recipes/root"
"notreepunching:diamond_mattock","notreepunching:diamond_mattock","<null>","minecraft:recipes/root"
"notreepunching:diamond_saw","notreepunching:diamond_saw","<null>","minecraft:recipes/root"
"notreepunching:diorite_cobblestone_from_rocks","notreepunching:diorite_cobblestone_from_rocks","<null>","minecraft:recipes/root"
"notreepunching:diorite_cobblestone_slab","notreepunching:diorite_cobblestone_slab","<null>","minecraft:recipes/root"
"notreepunching:diorite_cobblestone_stairs","notreepunching:diorite_cobblestone_stairs","<null>","minecraft:recipes/root"
"notreepunching:diorite_cobblestone_wall","notreepunching:diorite_cobblestone_wall","<null>","minecraft:recipes/root"
"notreepunching:fire_starter","notreepunching:fire_starter","<null>","minecraft:recipes/root"
"notreepunching:flint_axe","notreepunching:flint_axe","<null>","minecraft:recipes/root"
"notreepunching:flint_from_gravel","notreepunching:flint_from_gravel","<null>","minecraft:recipes/root"
"notreepunching:flint_hoe","notreepunching:flint_hoe","<null>","minecraft:recipes/root"
"notreepunching:flint_knife","notreepunching:flint_knife","<null>","minecraft:recipes/root"
"notreepunching:flint_pickaxe","notreepunching:flint_pickaxe","<null>","minecraft:recipes/root"
"notreepunching:flint_shovel","notreepunching:flint_shovel","<null>","minecraft:recipes/root"
"notreepunching:gold_knife","notreepunching:gold_knife","<null>","minecraft:recipes/root"
"notreepunching:gold_mattock","notreepunching:gold_mattock","<null>","minecraft:recipes/root"
"notreepunching:gold_saw","notreepunching:gold_saw","<null>","minecraft:recipes/root"
"notreepunching:granite_cobblestone_from_rocks","notreepunching:granite_cobblestone_from_rocks","<null>","minecraft:recipes/root"
"notreepunching:granite_cobblestone_slab","notreepunching:granite_cobblestone_slab","<null>","minecraft:recipes/root"
"notreepunching:granite_cobblestone_stairs","notreepunching:granite_cobblestone_stairs","<null>","minecraft:recipes/root"
"notreepunching:granite_cobblestone_wall","notreepunching:granite_cobblestone_wall","<null>","minecraft:recipes/root"
"notreepunching:iron_knife","notreepunching:iron_knife","<null>","minecraft:recipes/root"
"notreepunching:iron_mattock","notreepunching:iron_mattock","<null>","minecraft:recipes/root"
"notreepunching:iron_saw","notreepunching:iron_saw","<null>","minecraft:recipes/root"
"notreepunching:leather_from_boots_with_knife","notreepunching:leather_from_boots_with_knife","<null>","minecraft:recipes/root"
"notreepunching:leather_from_chestplate_with_knife","notreepunching:leather_from_chestplate_with_knife","<null>","minecraft:recipes/root"
"notreepunching:leather_from_helmet_with_knife","notreepunching:leather_from_helmet_with_knife","<null>","minecraft:recipes/root"
"notreepunching:leather_from_leggings_with_knife","notreepunching:leather_from_leggings_with_knife","<null>","minecraft:recipes/root"
"notreepunching:macuahuitl","notreepunching:macuahuitl","<null>","minecraft:recipes/root"
"notreepunching:melon_slices_with_knife","notreepunching:melon_slices_with_knife","<null>","minecraft:recipes/root"
"notreepunching:netherite_knife","notreepunching:netherite_knife","<null>","minecraft:recipes/root"
"notreepunching:netherite_mattock","notreepunching:netherite_mattock","<null>","minecraft:recipes/root"
"notreepunching:netherite_saw","notreepunching:netherite_saw","<null>","minecraft:recipes/root"
"notreepunching:plant_fiber_from_cactus_with_knife","notreepunching:plant_fiber_from_cactus_with_knife","<null>","minecraft:recipes/root"
"notreepunching:plant_fiber_from_leaves_with_knife","notreepunching:plant_fiber_from_leaves_with_knife","<null>","minecraft:recipes/root"
"notreepunching:plant_fiber_from_saplings_with_knife","notreepunching:plant_fiber_from_saplings_with_knife","<null>","minecraft:recipes/root"
"notreepunching:plant_fiber_from_small_flowers_with_knife","notreepunching:plant_fiber_from_small_flowers_with_knife","<null>","minecraft:recipes/root"
"notreepunching:plant_fiber_from_sugarcane_with_knife","notreepunching:plant_fiber_from_sugarcane_with_knife","<null>","minecraft:recipes/root"
"notreepunching:plant_fiber_from_tall_flowers_with_knife","notreepunching:plant_fiber_from_tall_flowers_with_knife","<null>","minecraft:recipes/root"
"notreepunching:plant_fiber_from_vines_with_knife","notreepunching:plant_fiber_from_vines_with_knife","<null>","minecraft:recipes/root"
"notreepunching:plant_fiber_from_wheat_with_knife","notreepunching:plant_fiber_from_wheat_with_knife","<null>","minecraft:recipes/root"
"notreepunching:plant_string","notreepunching:plant_string","<null>","minecraft:recipes/root"
"notreepunching:red_sandstone_from_rocks","notreepunching:red_sandstone_from_rocks","<null>","minecraft:recipes/root"
"notreepunching:sandstone_from_rocks","notreepunching:sandstone_from_rocks","<null>","minecraft:recipes/root"
"notreepunching:sticks_from_logs_with_flint_axe","notreepunching:sticks_from_logs_with_flint_axe","<null>","minecraft:recipes/root"
"notreepunching:sticks_from_logs_with_saw","notreepunching:sticks_from_logs_with_saw","<null>","minecraft:recipes/root"
"notreepunching:sticks_from_planks_with_flint_axe","notreepunching:sticks_from_planks_with_flint_axe","<null>","minecraft:recipes/root"
"notreepunching:sticks_from_planks_with_saw","notreepunching:sticks_from_planks_with_saw","<null>","minecraft:recipes/root"
"notreepunching:stonecutting/andesite_cobblestone_stairs","notreepunching:stonecutting/andesite_cobblestone_stairs","<null>","minecraft:recipes/root"
"notreepunching:stonecutting/diorite_cobblestone_stairs","notreepunching:stonecutting/diorite_cobblestone_stairs","<null>","minecraft:recipes/root"
"notreepunching:stonecutting/granite_cobblestone_stairs","notreepunching:stonecutting/granite_cobblestone_stairs","<null>","minecraft:recipes/root"
"notreepunching:story/find_flint","[Shiny Rocks!]","Obtain some flint by digging through gravel.","notreepunching:story/find_gravel"
"notreepunching:story/find_gravel","[Discount Cobblestone]","Find some gravel, it may come in handy.","notreepunching:story/root"
"notreepunching:story/find_loose_rock","[Dull Rocks]","Pick up a loose rock.","notreepunching:story/root"
"notreepunching:story/find_sticks","[A Big Stick]","Obtain sticks by breaking leaves.","notreepunching:story/root"
"notreepunching:story/fire_pottery","[Ceramics]","Fire some pottery into useful devices!","notreepunching:story/use_clay_tool"
"notreepunching:story/flint_axe","[And My Axe!]","Build your first tool capable of harvesting wood!","notreepunching:story/plant_fiber"
"notreepunching:story/flint_pickaxe","[My First Pickaxe]","Craft your first pickaxe from flint, plant fiber, and sticks!","notreepunching:story/flint_axe"
"notreepunching:story/knapping","[Knapit!]","Use a piece of flint on some exposed stone, to break it into small flint shards.","notreepunching:story/find_flint"
"notreepunching:story/macuahuitl","[Macaroniwhatnow?]","Craft a macuahuitl","notreepunching:story/flint_axe"
"notreepunching:story/mattock","[Getting a Better Upgrade]","Craft a mattock, a hoe-axe-shovel-all-in-one multitool!","notreepunching:story/flint_pickaxe"
"notreepunching:story/plant_fiber","[Plant Based Tool Bindings]","With a primitive flint knife, obtain plant fiber by cutting down tall grasses.","notreepunching:story/knapping"
"notreepunching:story/root","[No Tree Punching]","I tried to punch tree. It didn't work and now my fingers are covered in splinters...","-"
"notreepunching:story/use_clay_tool","[You're a Potter, Harry]","Use a clay tool on a block of clay to create pottery of various kinds.","notreepunching:story/find_sticks"
"notreepunching:string_from_web_with_knife","notreepunching:string_from_web_with_knife","<null>","minecraft:recipes/root"
"notreepunching:string_from_wool_with_knife","notreepunching:string_from_wool_with_knife","<null>","minecraft:recipes/root"
"psg:dumbidio","[but how gee did you think of it]","you have to be a genius...","psg:littlechemister"
"psg:littlechemister","[Self-made man (or even woman :p)]","Make a sulphur sack","minecraft:story/mine_stone"
"psg:november_5","[Remember, remember the 5th of November...]","Make an explosive bundle in order to blow up the parliament","psg:littlechemister"
"psg:verylittlechemist","[Little chemist]","Make your first saltpetre","minecraft:adventure/kill_a_mob"
"quark:crab_in_a_bucket","[Crabtured]","Capture a Crab in a Bucket","minecraft:husbandry/tactical_fishing"
"quark:crawl_in_hollow_log","[Crawling in my Bark]","Crawl inside a Hollow Log","minecraft:adventure/root"
"quark:throw_parrot_egg","[Just the Parrots]","Feed Beetroot Seeds to a Parrot and toss the egg it lays","minecraft:husbandry/breed_an_animal"
"regions_unexplored:ancient_specimens","[Ancient Specimens]","Collect every Bioshroom Stem type.","regions_unexplored:mycologist"
"regions_unexplored:blind_as_a_bat","[Blind as a Bat]","Consume a Duskmelon.","regions_unexplored:spelunker"
"regions_unexplored:downer","[Downer]","Walk through and take damage from a Dorcel Flower.","regions_unexplored:eternal_expedition"
"regions_unexplored:eternal_expedition","[Eternal Expedition]","Venture into all Nether biomes from Regions Unexplored!","regions_unexplored:parent"
"regions_unexplored:every_bit_of_the_rainbow","[Every Bit of the Rainbow]","Collect or craft every colour of the Snowbelle Flower.","regions_unexplored:pioneer"
"regions_unexplored:from_the_tree_tops","[From the Tree Tops]","Hang from a Kapok tree's vines.","regions_unexplored:pioneer"
"regions_unexplored:got_wood","[Got Wood?]","Collect every log from Regions Unexplored.","regions_unexplored:this_tree_bleeds_red"
"regions_unexplored:light_as_a_frog","[Light as a Frog]","Walk or bounce on a Giant Lily Pad.","regions_unexplored:pioneer"
"regions_unexplored:light_snack","[Light Snack]","Consume a Hanging Earlight Fruit.","regions_unexplored:eternal_expedition"
"regions_unexplored:mycologist","[Mycologist]","Collect every Bioshroom type.","regions_unexplored:parent"
"regions_unexplored:parent","[Regions Unexplored]","Discover the many biomes and explore the world!","-"
"regions_unexplored:pioneer","[Pioneer]","Explore all Surface biomes from Regions Unexplored!","regions_unexplored:parent"
"regions_unexplored:regions_explored","[Regions Explored]","You've explored all the biomes from Regions Unexplored","regions_unexplored:pioneer"
"regions_unexplored:spelunker","[Spelunker]","Find all Cave biomes from Regions Unexplored!","regions_unexplored:parent"
"regions_unexplored:this_tree_bleeds_red","[This Tree Bleeds Red]","Chop down a Socotra tree.","regions_unexplored:parent"
"salt:adventure/boil_off","[Boil Off]","Scrape off the Salt that is formed by boiling water in a cauldron","salt:adventure/taste_explosion"
"salt:adventure/crystal_garden","[Crystal Garden]","Harvest fully grown Salt Cluster that has been formed by dripping water","salt:adventure/taste_explosion"
"salt:adventure/taste_explosion","[Taste Explosion]","Consume a salted food, gaining additional nutrition","minecraft:husbandry/root"
"spartanweaponry:battle_hammer","[Hammer Time!]","Acquire a Battle Hammer","spartanweaponry:root"
"spartanweaponry:battleaxe","[...And My Axe!]","Acquire a Battleaxe","spartanweaponry:root"
"spartanweaponry:boomerang","[Will it Come Back?]","Acquire a Boomerang","spartanweaponry:dagger"
"spartanweaponry:brew_oil","[White Wolf Alchemy]","Brew an Oil to bolster weapon damage","spartanweaponry:root"
"spartanweaponry:cestus","[Fisticuffs]","Acquire a Cestus","spartanweaponry:root"
"spartanweaponry:club","[Going Clubbing]","Acquire a Club","spartanweaponry:root"
"spartanweaponry:collect_heads","[Off With Their Heads!]","Use a Scythe to collect every Head and Skull (except the Player & Ender Dragon Heads)","spartanweaponry:scythe"
"spartanweaponry:dagger","[A Rogue's Best Friend]","Acquire a Dagger","spartanweaponry:root"
"spartanweaponry:flanged_mace","[Smash And Bash!]","Acquire a Flanged Mace","spartanweaponry:root"
"spartanweaponry:glaive","[Straightening the Scythes]","Acquire a Glaive","spartanweaponry:spear"
"spartanweaponry:greatsword","[A Cut Above the Rest]","Acquire a Greatsword","spartanweaponry:longsword"
"spartanweaponry:halberd","[Halberdier]","Acquire a Halberd","spartanweaponry:spear"
"spartanweaponry:heavy_crossbow","[The Bender of the 15th Century]","Acquire a Heavy Crossbow","spartanweaponry:longbow"
"spartanweaponry:javelin","[Not the Olympic Type]","Acquire a Javelin","spartanweaponry:root"
"spartanweaponry:katana","[Blade of the Samurai]","Acquire a Katana","spartanweaponry:root"
"spartanweaponry:lance","[The Fourth Horseman]","Acquire a Lance","spartanweaponry:spear"
"spartanweaponry:longbow","[Take Aim, Chaps!]","Acquire a Longbow","spartanweaponry:root"
"spartanweaponry:longsword","[A Bigger Blade]","Acquire a Longsword","spartanweaponry:root"
"spartanweaponry:parrying_dagger","[Old School Defense]","Acquire a Parrying Dagger","spartanweaponry:root"
"spartanweaponry:pike","[Pike Off!]","Acquire a Pike","spartanweaponry:spear"
"spartanweaponry:quarterstaff","[A not-so-pointy Stick!]","Acquire a Quarterstaff","spartanweaponry:root"
"spartanweaponry:rapier","[En Garde!]","Acquire a Rapier","spartanweaponry:saber"
"spartanweaponry:root","[Spartan Weaponry]","Weapons Galore!","-"
"spartanweaponry:saber","[Swashbuckler]","Acquire a Saber","spartanweaponry:katana"
"spartanweaponry:scythe","[Reaping What You Sow]","Acquire a Scythe","spartanweaponry:glaive"
"spartanweaponry:small_quiver","[Backpack Full of Ammo!]","Acquire any Arrow Quiver or Bolt Quiver","spartanweaponry:longbow"
"spartanweaponry:spear","[Tip of the Spear]","Acquire a Spear","spartanweaponry:root"
"spartanweaponry:throwing_knife","[An Assassin's Need]","Acquire a Throwing Knife","spartanweaponry:dagger"
"spartanweaponry:tomahawk","[Burying the Hatchet]","Acquire a Tomahawk","spartanweaponry:root"
"spartanweaponry:upgrade_netherite_weapon","[Upgrade Me with Debris]","Upgrade any Diamond Weapon to it's Netherite equivalent","spartanweaponry:root"
"spartanweaponry:upgrade_quiver","[An Even Bigger Quiver?]","Upgrade any Quiver with an appropriate Quiver Upgrade Kit","spartanweaponry:small_quiver"
"spartanweaponry:upgrade_quiver_max","[Maximum Capacity]","Upgrade any Quiver into a Huge Quiver","spartanweaponry:upgrade_quiver"
"spartanweaponry:warhammer","[Blunt-force Trauma]","Acquire a Warhammer","spartanweaponry:battle_hammer"
"spawn:husbandry/obtain_ant_farm","[Permanant Home]","Craft an Ant Farm to bring your Ant friends home","spawn:husbandry/obtain_ant_pupa"
"spawn:husbandry/obtain_ant_pupa","[Yass Queen]","Obtain an Ant Pupa","minecraft:husbandry/root"
"spawn:husbandry/obtain_mucus","[Snailed It]","Obtain Mucus","minecraft:husbandry/root"
"spawn:husbandry/obtain_snail_shell","[Shell Shock!]","Hit a Snail with a Projectile to temporarily remove its Shell","minecraft:husbandry/root"
"spawn:husbandry/tuna_egg_in_a_bucket","[Baby on Board]","Collect a Tuna Egg with a Bucket","minecraft:husbandry/tactical_fishing"
"untamedwilds:zoology/activated_feeder","[Bug Catcher]","Place some honey on a Feeder to attract insects","untamedwilds:zoology/root"
"untamedwilds:zoology/basic_baiter","[Ol' Chum]","Use a piece of Chum in water to lure in nearby aquatic mobs","untamedwilds:zoology/root"
"untamedwilds:zoology/clam_digger","[Clam Digger]","Use a shovel to dig up a Giant Clam","untamedwilds:zoology/root"
"untamedwilds:zoology/discovered_spitter","[Why the long face?]","Discover a Spitter","untamedwilds:zoology/root"
"untamedwilds:zoology/hog_wild","[Hog Wild]","Try to ride a wild boar (and fail)","untamedwilds:zoology/root"
"untamedwilds:zoology/icelandic_delight","[Icelandic Delight]","Bury a block of Greenland Shark under Sand and leave it there to slowly ferment","untamedwilds:zoology/root"
"untamedwilds:zoology/lepidopterologist","[Lepidopterologist]","Catch every species of Butterfly","untamedwilds:zoology/activated_feeder"
"untamedwilds:zoology/master_baiter","[Master Baiter]","Attract more than a hundred mobs with a piece of chum","untamedwilds:zoology/basic_baiter"
"untamedwilds:zoology/root","[Zoology]","It's time to explore the world, craft the encyclopedia of life","-"
